,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Species,Sample_ID
peve_POR.216,0.09013502516772061,0.03694606168199867,-0.20812148746399783,0.3022551661719237,-0.26071767928965656,0.2582160596575487,0.2893389157161397,-0.2438229374998754,0.19322201602663058,-0.08478162792168482,-0.12179918889876919,0.19429132856310077,peve,POR.216
peve_POR.245,0.18803247120587993,0.06038057150375186,0.10100946807900546,0.09545223484887864,0.08022197563152154,0.09971924973847905,0.09029843045766879,-0.20856028106312155,0.10309626248466142,-0.2439063809619255,-0.2914593504247935,0.13531916402302066,peve,POR.245
peve_POR.260,0.0698850212665372,0.03345915104992362,0.10480976685247236,0.03182388977461321,0.24515524555264023,0.04862237417348278,0.1172634942626536,-0.07885218491744528,-0.06581670706012667,-0.10615089360736217,-0.30433590349734896,0.08759316034506487,peve,POR.260
peve_POR.262,0.21589388801468176,-0.04187654446050405,0.17339334687919167,0.0003911165189561333,0.13925991314005337,0.17349644785352497,0.13968599355879147,-0.07308084492764524,-0.04727624184735883,-0.2774779507881644,-0.34147071740206003,0.03780446040625012,peve,POR.262
peve_POR.69,-0.10496662744072775,0.0332702765580732,-0.30201844723866805,0.27739929073970887,-0.4495685467472373,0.16364444740169506,0.18483995574192658,-0.15727821655705918,0.3053518809293553,0.16514102528171884,0.19400367231527726,0.12691217562648394,peve,POR.69
peve_POR.72,-0.09700569954779935,-0.0077357021822792565,-0.17286954969144372,0.19774086235021981,-0.1695131156785929,0.09908128845041672,0.04878425392490999,0.08097487871743897,0.04267984302445834,0.2188212413322873,0.055134297026382485,-0.08823520360780951,peve,POR.72
peve_POR.73,-0.21742566504967722,-0.002494622830441231,-0.04466420688514785,-0.0137684120027904,-0.0126829540572059,0.02355679488931203,0.2128091621828005,0.14102643961807515,-0.043401494498310926,0.2229969501960476,0.04783915504569366,0.003594903701617551,peve,POR.73
peve_POR.74,0.043098269953320924,-0.023790303562832082,-0.027514135421251792,0.11640830315509795,0.09294263517414507,0.1732189171640949,0.15690246949575704,0.023342773119649416,-0.03918639077062296,0.04393191681191364,-0.27498517456594174,-0.005551962464858933,peve,POR.74
peve_POR.83,-0.24713174040456162,0.020802819361328054,-0.2442900234745759,0.22634237086991368,-0.37651662591603485,0.12132909201711349,0.1409567401772015,0.10635261175855414,0.20021203496400364,0.33771072011900427,0.23805768095438676,-0.06905961811538122,peve,POR.83
ptua_POC.219,-0.24505641365967468,0.051367338989533044,0.08300323371138806,-0.046123144816937654,0.07198145127197365,-0.2818031929993089,0.2706849558937546,0.12302323714640656,0.063692633697689,0.19470674595603996,0.09300201361195275,-0.06093514750282591,ptua,POC.219
ptua_POC.222,-0.23792191418325817,0.00013248776459040142,0.0559288762194131,-0.005115722222213529,0.022703981145415504,0.02189558734616501,0.17616052092179488,0.28670422419951225,-0.04913553051152215,0.1973801063761598,0.011651015286810913,-0.10901445919838648,ptua,POC.222
ptua_POC.255,-0.2862937308462558,-0.04331104092513374,-0.09701314203592215,-0.006129259748298742,-0.1712584699709385,-0.1806391364290252,0.3559975974862959,0.19865821968195188,0.05288717857613957,0.21802077772039097,0.2343525932185691,-0.002536139265613578,ptua,POC.255
ptua_POC.259,-0.1003074790402073,0.04585376502465892,-0.0887626340948604,0.012668358702047758,0.06879847915805326,-0.32845576696020584,0.1394059982070497,-0.05804275518215705,0.10134782375260712,0.09642974133397546,0.12528725768360147,0.03068602658345056,ptua,POC.259
ptua_POC.40,-0.08688655578605382,-0.004173848087238256,0.17984855512748366,-0.05947647990275609,0.03702353961640947,0.23144275310339266,0.038153534689910625,0.2049200572444399,-0.0787611076200092,0.03977105305378942,-0.1630431751481104,0.023005399254438282,ptua,POC.40
ptua_POC.42,-0.17397763720558027,0.009946489129421195,0.6679177533803077,-0.30268078934981096,0.14991947671854697,0.03413739971919178,-0.057081047752022045,0.5886018669325436,-0.03808212695356179,-0.004711670054039705,-0.1506325545047686,-0.3552833354158037,ptua,POC.42
ptua_POC.52,-0.18870559320568844,0.02373415544738313,-0.009722342010697877,0.0035178761045409823,0.5765642654365348,-0.22600823100875164,-0.01070017059902998,0.33965214508573294,-0.8347914877128357,0.10342285302888056,-0.12555223699710763,-0.029200787843965712,ptua,POC.52
ptua_POC.53,-0.12587187671361386,0.04798216646802399,0.2819392560442522,-0.06958211752440492,0.1789697133797724,0.15294329461858153,0.12306402974159389,0.19980026844915202,0.012405869198971128,0.08649117658050351,-0.25017537330833395,-0.08068832196456091,ptua,POC.53
ptua_POC.57,0.02657669331755321,-0.03595358936425944,0.1330676413143919,-0.01130471767430341,0.13535516485119803,0.22092111602507122,0.11863255868724955,0.1145882296701174,-0.027186665351169682,0.010997198953744654,-0.3046059392773579,-0.04306986732125241,ptua,POC.57
