,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35
TP1,-18.057257327647115,16.691107963812403,22.77429483096376,4.916369999071133,16.311205807378247,40.68631061086389,16.56135111954416,41.1957747341714,29.287768134572378,33.75919470074155,32.26577056688407,20.953391735715048,40.58062462537243,1.7885146741525966,-1.5025119991160423,35.58779196369727,37.077260690997406,8.726103947971197,34.592969003378684,4.837502808089842,24.996391064807323,38.4325788899693,23.461445299269762,0.5386093287952796,18.83445306905584,9.815263795895875,13.652726270817768,-34.75942828994004,19.256676625443387,17.147381965374166,18.634643740874946,5.891068517407973,12.30896012103808,25.97303646298092,21.79278566309934
TP2,-27.75505774414645,39.94389244278552,10.042184314859837,6.861845566397811,18.251406752537882,17.540355672352426,36.77162345290627,22.249089582210956,26.570994647955473,1.3957959915187508,42.44018681138296,30.173175238418352,3.4739832177829717,23.194992573083443,23.072856665122135,-7.681057471053074,18.30690449268386,2.647809508397519,36.12936143014621,-48.363661379609816,15.604011120811753,21.307716692167833,19.182762028179013,23.554231395959665,19.275255153824162,23.500344572244302,13.629484745920074,-31.878433486537116,36.03932727572201,30.81429861904458,17.256130238941022,3.1417026236605174,21.545437932963413,15.236545928827324,7.774452906860816
TP3,-12.440738843171955,18.468553937520618,16.677511466451904,1.7717919359645022,30.801803368319984,25.035084685119298,10.540427243727688,14.533266982744586,26.670198094941945,0.8349602841969508,24.935406909611352,27.725525084621992,2.180353895557218,-17.944366956020687,20.791182506141755,-27.702549087845306,19.914217057436552,34.24592796271237,4.1400368300496515,-8.874355825776897,21.761355651626932,-16.898495410891993,10.632702826919857,-8.349431501678382,25.65659909737875,51.25325662827896,46.25178350072583,-11.653987103402939,7.610727901843293,27.126896323559517,18.95208092255552,5.292925140073538,0.3175546321241425,11.384447686077038,29.187535559815295
TP4,-8.99938993591967,28.618339016304834,29.48222778126028,21.58941696127631,18.149672347793746,25.89988941513929,17.07299159764878,32.978100071067935,22.44088694971014,-1.6902914362562649,36.52319774880061,33.08290565857654,1.0688983682431645,-23.31866537701661,10.862886223125594,4.493980768666511,8.479072722352937,16.961997598300673,14.27866538485258,-6.948057495784468,20.586960756449095,22.193276969634994,20.748458849099517,-15.840346592940735,27.85979956775443,37.28019119701345,9.844586914279802,2.4645639652070352,7.3231474364640174,22.270390365714796,41.56989165019623,41.67554526103592,36.797696250617356,20.757857817437376,4.568747219079571
