gene_id,absolute_loading,signed_loading
OG_04737,7.056912131724222,7.056912131724222
OG_05395,6.242290976877649,6.242290976877649
OG_01261,5.852161508627778,5.852161508627778
OG_01210,5.625987472617062,5.625987472617062
OG_03500,5.536143272190744,5.536143272190744
OG_07103,5.511547221047551,5.511547221047551
OG_06522,5.508564165631949,5.508564165631949
OG_01437,5.506090199780738,5.506090199780738
OG_07956,5.446112108453268,5.446112108453268
OG_04195,5.378955393740587,5.378955393740587
OG_02090,5.288120345710893,5.288120345710893
OG_09611,5.286009146317908,5.286009146317908
OG_07762,5.192709446163412,5.192709446163412
OG_08095,5.160875503792584,5.160875503792584
OG_05757,5.156067980047249,5.156067980047249
OG_03671,5.1258672757126975,5.1258672757126975
OG_09757,5.064660409757261,5.064660409757261
OG_04439,5.0418889435537455,5.0418889435537455
OG_01330,4.9969844248814725,4.9969844248814725
OG_03911,4.983060788351722,4.983060788351722
OG_01656,4.941351631913756,4.941351631913756
OG_04170,4.892153922725292,4.892153922725292
OG_00252,4.888595712438715,4.888595712438715
OG_02599,4.876960292878271,4.876960292878271
OG_04336,4.861051523909733,4.861051523909733
OG_07554,4.850397967451984,4.850397967451984
OG_02853,4.843980177820438,4.843980177820438
OG_01407,4.812946153957921,4.812946153957921
OG_08520,4.801456250347842,4.801456250347842
OG_07519,4.673141561399587,4.673141561399587
OG_07408,4.649114633905498,4.649114633905498
OG_03061,4.648725419552892,4.648725419552892
OG_01941,4.62439668287707,4.62439668287707
OG_07679,4.595110310349516,4.595110310349516
OG_05400,4.570397951629272,4.570397951629272
OG_08930,4.557011428810486,4.557011428810486
OG_02043,4.535658475851149,4.535658475851149
OG_10099,4.5254083881885245,4.5254083881885245
OG_01475,4.525254377011655,4.525254377011655
OG_00234,4.504113602230215,4.504113602230215
OG_00679,4.438660804440113,4.438660804440113
OG_03658,4.412919335870925,4.412919335870925
OG_09792,4.41011625513528,4.41011625513528
OG_08633,4.402637102170129,4.402637102170129
OG_01489,4.366614500660596,4.366614500660596
OG_02227,4.325811379682394,4.325811379682394
OG_06993,4.323399760475587,4.323399760475587
OG_07052,4.321308642611043,4.321308642611043
OG_05731,4.3121160654499135,4.3121160654499135
OG_07760,4.304134105702648,4.304134105702648
OG_07835,4.287290076745193,4.287290076745193
OG_08046,4.284682835412984,4.284682835412984
OG_05053,4.281409314296594,4.281409314296594
OG_05208,4.243343815301108,4.243343815301108
OG_08089,4.237952668588465,4.237952668588465
OG_07066,4.2370458669014335,4.2370458669014335
OG_04285,4.215441143185019,4.215441143185019
OG_09233,4.206342621236343,4.206342621236343
OG_05988,4.161350755695375,4.161350755695375
OG_06973,4.148202612357982,4.148202612357982
OG_01447,4.145243357621899,4.145243357621899
OG_03926,4.136229617353428,4.136229617353428
OG_09789,4.121979436322801,4.121979436322801
OG_10198,4.119750701679238,4.119750701679238
OG_01498,4.0992802739124645,4.0992802739124645
OG_08226,4.092112704785073,4.092112704785073
OG_09535,4.072901345504699,4.072901345504699
OG_05220,4.043130363126094,4.043130363126094
OG_03631,4.036282241348599,4.036282241348599
OG_00020,4.033783001266159,4.033783001266159
OG_05551,4.028662768994334,4.028662768994334
OG_02949,4.028575999227054,4.028575999227054
OG_00361,4.02622718750498,4.02622718750498
OG_08704,4.024037896415585,4.024037896415585
OG_03792,4.003202958559478,4.003202958559478
OG_04496,3.982398097862519,3.982398097862519
OG_00986,3.982060869338517,3.982060869338517
OG_09707,3.9758463818466674,3.9758463818466674
OG_09806,3.9680574119034047,3.9680574119034047
OG_02049,3.965108607770404,3.965108607770404
OG_05274,3.958627960268897,3.958627960268897
OG_05547,3.958211362336154,3.958211362336154
OG_09807,3.957857193760504,3.957857193760504
OG_08982,3.948720335348389,3.948720335348389
OG_05437,3.941482313371708,3.941482313371708
OG_07449,3.938592876761312,3.938592876761312
OG_07861,3.932378562592018,3.932378562592018
OG_08170,3.929081262597284,3.929081262597284
OG_00119,3.929050966871809,3.929050966871809
OG_06033,3.912156926415697,3.912156926415697
OG_07500,3.9107798826425895,3.9107798826425895
OG_05669,3.907265800274241,3.907265800274241
OG_05548,3.895920511463304,3.895920511463304
OG_01869,3.895019765498162,3.895019765498162
OG_04503,3.891671173780707,3.891671173780707
OG_06203,3.890138284152908,3.890138284152908
OG_06680,3.889184476564485,3.889184476564485
OG_04235,3.887948358238048,3.887948358238048
OG_00253,3.8865215857707542,3.8865215857707542
OG_00866,3.8789010309818206,3.8789010309818206
OG_02550,3.877670833657584,3.877670833657584
OG_09195,3.86474532019232,3.86474532019232
OG_08091,3.864399161442281,3.864399161442281
OG_04722,3.8570682721737697,3.8570682721737697
OG_06685,3.854831893067477,3.854831893067477
OG_00063,3.85172816988431,3.85172816988431
OG_00953,3.835151214263522,3.835151214263522
OG_04615,3.8327489936721895,3.8327489936721895
OG_04754,3.831835557366968,3.831835557366968
OG_00893,3.8281305161839647,3.8281305161839647
OG_03299,3.818107001342693,3.818107001342693
OG_03517,3.8165259994298415,3.8165259994298415
OG_01366,3.8141919470468544,3.8141919470468544
OG_06942,3.812020179186512,3.812020179186512
OG_07004,3.789105422625085,3.789105422625085
OG_03492,3.778530449869416,3.778530449869416
OG_07631,3.7708015306819727,3.7708015306819727
OG_07441,3.769584307748549,3.769584307748549
OG_05215,3.764694143005245,3.764694143005245
OG_07723,3.760413386511246,3.760413386511246
OG_07088,3.760105783735197,3.760105783735197
OG_07395,3.757467746692823,3.757467746692823
OG_04560,3.7565737034623,3.7565737034623
OG_01536,3.752908741540468,3.752908741540468
OG_09710,3.752515631462144,3.752515631462144
OG_05348,3.7483140919954474,3.7483140919954474
OG_01709,3.745200087334597,3.745200087334597
OG_07764,3.733343246564048,3.733343246564048
OG_00308,3.732691678121011,3.732691678121011
OG_00629,3.7273000085950057,3.7273000085950057
OG_05473,3.723410168900738,3.723410168900738
OG_03949,3.719532289563079,3.719532289563079
OG_09029,3.7160463681095672,3.7160463681095672
OG_04041,3.711382629267068,3.711382629267068
OG_05018,3.707859020443435,3.707859020443435
OG_08057,3.7076785767204,3.7076785767204
OG_08227,3.707024150500465,3.707024150500465
OG_08372,3.704613580747045,3.704613580747045
OG_02353,3.6999803767648114,3.6999803767648114
OG_03707,3.6974215091461695,3.6974215091461695
OG_02317,3.693857271272372,3.693857271272372
OG_00077,3.6792108153468366,3.6792108153468366
OG_05436,3.67769818215626,3.67769818215626
OG_06702,3.675470984029074,3.675470984029074
OG_03546,3.6742624519664537,3.6742624519664537
OG_02584,3.6739817321816592,3.6739817321816592
OG_00792,3.6690938327735454,3.6690938327735454
OG_03447,3.667490895169817,3.667490895169817
OG_10087,3.661224246490084,3.661224246490084
OG_06421,3.657449540061456,3.657449540061456
OG_05557,3.654074531415493,3.654074531415493
OG_01413,3.653034198228485,3.653034198228485
OG_04075,3.6477277690873167,3.6477277690873167
OG_01160,3.642664851828104,3.642664851828104
OG_01810,3.641129369793943,3.641129369793943
OG_03311,3.6285639214024905,3.6285639214024905
OG_07663,3.626541109581892,3.626541109581892
OG_08674,3.625062474559529,3.625062474559529
OG_05691,3.624763840681556,3.624763840681556
OG_02402,3.618451551514669,3.618451551514669
