gene_id,absolute_loading,signed_loading
OG_01261,2.6515791705485925,2.6515791705485925
OG_01656,2.4571246310856614,2.4571246310856614
OG_09611,2.345427826403064,2.345427826403064
OG_04439,2.266125935977329,2.266125935977329
OG_04737,2.244402572317265,2.244402572317265
OG_03911,2.2255650484451373,2.2255650484451373
OG_07762,2.202179339437365,2.202179339437365
OG_04336,2.2000909240903344,2.2000909240903344
OG_01330,2.1626706936623297,2.1626706936623297
OG_03671,2.1429964446090106,2.1429964446090106
OG_07103,2.125880345438829,2.125880345438829
OG_05731,2.1204712259101863,2.1204712259101863
OG_05395,2.1021165943628524,2.1021165943628524
OG_03447,2.072790182908238,2.072790182908238
OG_05110,2.0488693778171245,2.0488693778171245
OG_10099,2.042998911486393,2.042998911486393
OG_09757,2.030784293185558,2.030784293185558
OG_01437,2.020730177398395,2.020730177398395
OG_05400,1.9910694992794773,1.9910694992794773
OG_06522,1.9861245843398727,1.9861245843398727
OG_05208,1.9777000890855452,1.9777000890855452
OG_03909,1.9677420513172657,1.9677420513172657
OG_07408,1.9536893368089596,1.9536893368089596
OG_08704,1.92549616253175,1.92549616253175
OG_07956,1.9180091296145936,1.9180091296145936
OG_04170,1.908287784714138,1.908287784714138
OG_08520,1.897846131357582,1.897846131357582
OG_04195,1.8801741318591063,1.8801741318591063
OG_03061,1.8731166726109243,1.8731166726109243
OG_05442,1.8720834335845784,1.8720834335845784
OG_05757,1.8351956669532,1.8351956669532
OG_02090,1.83386620812888,1.83386620812888
OG_07861,1.8142040510718616,1.8142040510718616
OG_07764,1.813502442505601,1.813502442505601
OG_01941,1.808354780285791,1.808354780285791
OG_02599,1.805073071705637,1.805073071705637
OG_01491,1.7878511612339405,1.7878511612339405
OG_07835,1.78152470976984,1.78152470976984
OG_00252,1.7801800753319446,1.7801800753319446
OG_07519,1.7758940345348948,1.7758940345348948
OG_04538,1.7687223705795732,1.7687223705795732
OG_00234,1.7644261078167305,1.7644261078167305
OG_07441,1.7573760501114768,1.7573760501114768
OG_00361,1.7527827931946882,1.7527827931946882
OG_05783,1.7513587840031333,1.7513587840031333
OG_00729,1.7354825261772286,1.7354825261772286
OG_01210,1.7317791838983836,1.7317791838983836
OG_06850,1.7274282792325486,1.7274282792325486
OG_01407,1.721209110303809,1.721209110303809
OG_03864,1.7197243120030856,1.7197243120030856
OG_01565,1.701705003974343,1.701705003974343
OG_02173,1.6922416809058185,1.6922416809058185
OG_02853,1.6904201194435229,1.6904201194435229
OG_01853,1.6903177362776474,1.6903177362776474
OG_02640,1.6883674919865403,1.6883674919865403
OG_02550,1.6879866404044648,1.6879866404044648
OG_05551,1.6832084720468603,1.6832084720468603
OG_10067,1.6679848034460438,1.6679848034460438
OG_09233,1.6660182268571415,1.6660182268571415
