gene_id,absolute_loading,signed_loading
OG_04737,5.125335836130267,5.125335836130267
OG_01261,4.648148718785628,4.648148718785628
OG_07103,4.50564071881386,4.50564071881386
OG_01330,4.383929293700369,4.383929293700369
OG_05395,4.351940541996965,4.351940541996965
OG_01437,4.302457231927201,4.302457231927201
OG_01656,4.242119980914267,4.242119980914267
OG_07956,4.195235660812104,4.195235660812104
OG_01210,4.183223543766199,4.183223543766199
OG_04336,4.157981365040966,4.157981365040966
OG_07762,4.103762636241166,4.103762636241166
OG_09611,4.057721393328934,4.057721393328934
OG_03911,3.9815097176767527,3.9815097176767527
OG_06522,3.97749510627082,3.97749510627082
OG_03671,3.9586448236416327,3.9586448236416327
OG_09757,3.86837836159262,3.86837836159262
OG_04439,3.7619782336106327,3.7619782336106327
OG_02090,3.724079753102824,3.724079753102824
OG_05208,3.690088904553896,3.690088904553896
OG_08520,3.6853680155258135,3.6853680155258135
OG_02599,3.667616210394291,3.667616210394291
OG_04170,3.6539328017262456,3.6539328017262456
OG_07408,3.6393759409983817,3.6393759409983817
OG_05400,3.627477722006799,3.627477722006799
OG_05731,3.605325134851424,3.605325134851424
OG_01941,3.5466261694841115,3.5466261694841115
OG_04560,3.536002427019427,3.536002427019427
OG_00252,3.490706054990192,3.490706054990192
OG_00234,3.486946093717527,3.486946093717527
OG_05757,3.481561508837155,3.481561508837155
OG_08633,3.478696104433009,3.478696104433009
OG_04195,3.45266290394669,3.45266290394669
OG_01489,3.444590375913432,3.444590375913432
OG_10198,3.426297957965856,3.426297957965856
OG_02853,3.417479870952338,3.417479870952338
OG_07441,3.40574713356248,3.40574713356248
OG_07554,3.3938070567653917,3.3938070567653917
OG_00361,3.373913910111844,3.373913910111844
OG_06993,3.364572478065432,3.364572478065432
OG_07861,3.363446084353782,3.363446084353782
OG_03792,3.3494356938660594,3.3494356938660594
OG_08704,3.3204016362556343,3.3204016362556343
OG_03500,3.3091549207979387,3.3091549207979387
OG_08095,3.2857579996025783,3.2857579996025783
OG_07052,3.280256458281957,3.280256458281957
OG_07835,3.2790192563170715,3.2790192563170715
OG_09807,3.266610344863089,3.266610344863089
OG_07519,3.249512772513316,3.249512772513316
OG_09233,3.248270064392465,3.248270064392465
OG_06403,3.243824843249582,3.243824843249582
OG_01407,3.2353571077527272,3.2353571077527272
OG_03061,3.225958864873633,3.225958864873633
OG_10099,3.202533977378415,3.202533977378415
OG_09806,3.199736065820947,3.199736065820947
OG_00253,3.187734804793141,3.187734804793141
OG_08226,3.173863162965471,3.173863162965471
OG_06850,3.143776996045386,3.143776996045386
OG_04538,3.1166326513263787,3.1166326513263787
OG_08930,3.1038766184483486,3.1038766184483486
OG_03447,3.090563365370843,3.090563365370843
OG_05446,3.062963790001737,3.062963790001737
