,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Species,Sample_ID
peve_POR.216,0.4759079022928601,0.1249521652122441,-0.038440841861422506,0.022052775849295016,-0.05197725077818788,-0.01890453158210784,0.00945969183875752,0.17355807121268313,-0.1053131176550478,0.05834250344168162,-0.20828874624339788,0.11646059398507058,0.3506969207978142,-0.23875217738804105,-0.1540497722968731,peve,POR.216
peve_POR.245,0.2134693691537115,0.06797964797140202,0.1325257421785605,0.03033892957318411,-0.04375235714607209,-0.17901011537127573,0.7144716729927948,0.07591376219867804,-0.3500888838167906,0.06629096366144073,-0.0892396632666149,-0.08654611968050606,-0.022153239053202895,-0.05523051606827003,0.2820158715669394,peve,POR.245
peve_POR.260,0.08936141997309173,-0.035639300876108844,0.2829552055625642,0.0631291227037533,-0.021855072586551335,0.05616327596790476,0.09848076787403327,-0.061160394450205685,-0.07400673127207968,0.05128525772559008,-0.116986220209386,-0.10729910034481395,-0.013906732033484817,0.08075418967105344,0.038921216011454506,peve,POR.260
peve_POR.262,0.4740949406636078,-0.016237837056602734,0.1141102125881869,0.0533653622569106,-0.18212214157784773,0.06904193747331096,-0.007827039903226652,-0.06851959049911863,0.02241338233699239,-0.03702200552733871,-0.20990177371027455,0.14790020170983828,0.08544467813411344,-0.044656991034456396,0.03953899262647889,peve,POR.262
peve_POR.69,0.2238556901326139,0.2116782233410435,-0.46005807472157234,-0.09013543634815731,0.14777993788932992,-0.07467668764756946,0.20029958438486434,0.2960284895836718,-0.05641119989899767,0.016917670254969368,-0.1819006913568713,0.2703643712091508,0.3498010783540918,-0.18329580025697578,-0.009635546009242773,peve,POR.69
peve_POR.72,-0.03897429948364035,0.09646377182076996,-0.25310210843758757,-0.03324192556528632,0.16323592119268923,-0.24752442164660493,-0.015001804505355643,0.05129278153032592,0.073642818127646,-0.006282219619094132,-0.11800422525019064,0.03208299493097588,0.41211863773254537,-0.005360686881801254,0.06455681054597094,peve,POR.72
peve_POR.73,0.031214598735610877,-0.08676849866666446,-0.0114858301402051,0.03824465748150815,0.01843012313616809,0.40120271738656155,-0.40139982022419274,-0.09184655239337347,0.24860236153677107,0.008017787082495328,-0.22777888724578113,0.30400361357007627,0.022533095399394635,0.14362366657431536,-0.09743221777725028,peve,POR.73
peve_POR.74,0.14710131979903063,-0.030555485725777494,0.12880521118278287,-0.0004293741844860067,-0.01646547833766161,-0.06880102790684642,-0.06504961418913822,-0.12602148010824887,0.06983690130210077,-0.007228898121900228,-0.25055332311728884,0.037982565145641405,0.3801091121633942,0.12359415710585527,0.06246580220143605,peve,POR.74
peve_POR.83,0.021218035268608982,0.11296150174393439,-0.47603211615817737,-0.02619289122918897,0.18364946173556357,-0.05922137580562887,-0.027935478639866344,0.19888340082231037,0.08451844129630562,0.026564020898082873,-0.20647821034849467,0.298713712704571,0.39372332868577053,-0.04437064231104806,-0.00471031151710152,peve,POR.83
ptua_POC.219,-0.10002701299247488,0.10380000980275127,-0.0062014255112350924,-0.07964765426380008,0.3085733042626417,-0.13966930109544573,0.0010167507908735768,0.16791746975915367,0.20122234862388017,0.039612468982525434,-0.07444524375832225,-0.344212687180859,0.0007370312092899983,0.15596997019668976,0.05378980657814707,ptua,POC.219
ptua_POC.222,-0.025164884646197906,0.08153147094935313,-0.24558569832347685,-0.029411166188230812,0.3155790276693866,0.051230845691439125,0.06310693313933709,0.25371121483328274,0.09477985507587157,0.01515068466906626,-0.15267649092415597,0.061480193651842235,-0.03620861567899719,-0.04392869419866335,0.16170410949146924,ptua,POC.222
ptua_POC.255,0.06752951735267787,0.15361098633743406,-0.2469483009086153,-0.14735008663621715,0.4542213465426904,-0.09844522089686664,0.0382376557278522,0.5202113169095239,0.05251407021883347,-0.020031427409986056,-0.036396902520125965,-0.26275893805307204,0.003247796267539245,-0.2253622128799565,0.016987415502414234,ptua,POC.255
ptua_POC.259,-0.15493453157537782,0.007662376144063302,0.017054309131072504,-0.052078220617953946,0.20938602251943106,-0.08923586115463454,0.04066853590282883,0.15814607621847027,-0.004303174874966444,0.025011310834839894,0.053414488460469756,-0.3317808577914286,-0.03500906465909193,0.1450408843518255,-0.04958654266325748,ptua,POC.259
ptua_POC.40,0.03182786610861454,0.11448926210648668,-0.12601016089153602,-0.06864687767307927,0.14852613738820455,0.02034082760540271,0.25149888230482664,0.11459010869415961,0.12755249286294376,-0.0018959377809499782,-0.16102067671099227,0.19029166726350955,-0.026113148614363552,-0.12909921450668374,0.3676167580472353,ptua,POC.40
ptua_POC.42,-0.012816473101594268,-0.06322118253922537,0.021820189250167883,0.1098394465120397,-0.015444664249880278,-0.02309887829165145,-0.3120816542226428,-0.020827978704400344,0.4852738307517341,0.029800752452906358,-0.13516766055810717,0.07809532026929084,-0.04183407672262394,-0.04993182387762532,0.27727698822459823,ptua,POC.42
ptua_POC.52,0.14404699977613694,0.6091079004729849,-0.20647473948803877,-0.012038329510409458,0.2944592560800626,0.04723994102698774,0.04604956136508666,-0.2971708493126735,-0.045193190148189614,-0.028909776747094024,-0.056821723168249294,0.10096285157079889,0.003052437685549553,-0.28235176759375663,0.16112173281319261,ptua,POC.52
ptua_POC.53,-0.02375250029826845,-0.007891326432220434,-0.031005137839558473,-0.013109689546804212,0.11033830864093953,0.11924049676361669,0.14051397331535495,-0.04412998513226608,0.2518836733128282,0.022792112147791945,-0.30221731251080536,0.19658013528976231,-0.03372223108761747,0.24476506046231067,0.34081741661777565,ptua,POC.53
ptua_POC.57,0.10284109440163602,0.03672112670958906,0.0014471009098081114,-0.08051388987313271,0.07841737658208775,-0.03719236531256343,0.23213376488201876,-0.07744796345720166,0.13462960866644139,-0.05198931438599391,-0.26667132368725516,0.12441281410190366,0.09263322569455969,0.15505251618229784,0.36887288108322064,ptua,POC.57
