,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Species,Sample_ID
apul_ACR.139,-0.15151049957065726,0.12104897133551641,0.10645117042746853,-0.05208595366953177,0.1363771939223969,0.3195685069545913,-0.018648079294739002,0.2274924969248798,0.09229985375263121,0.1346108954967932,0.07654613041163791,-0.05433853717852742,-0.25463862187520037,-0.1592321804217956,-0.08269732446390628,apul,ACR.139
apul_ACR.145,-0.2218671009899773,0.1703793822411958,-0.019285382645103193,0.1300743269307585,0.21409885554148872,0.22225193929892056,0.008723339583354755,0.250542770266981,0.05873289374275696,0.27801936662323756,0.061369425315925714,-0.11435743802289831,-0.22613086602002436,-0.1905621761319842,-0.10140037147926126,apul,ACR.145
apul_ACR.150,-0.14097925849051213,0.2122933618247878,-0.04159773444775721,0.19385478222857716,0.12628551033161328,0.3768010221228501,-0.11433602393774396,0.12701941664124558,0.025838555733013576,0.3060460236793104,-0.0012718042875358713,0.16115972830579822,-0.17682421292033215,-0.2655279910924349,-0.18854569991875506,apul,ACR.150
apul_ACR.173,-0.18130597616730368,0.10693388180655121,-0.02139773105396212,0.1808902542057201,0.1777079080106347,0.25769994217078146,-0.05738365991345374,0.1290707088232748,0.10057514175905133,0.25171326177249265,-0.05814830760618269,0.02983539263549684,-0.18142599171042104,-0.10382324450732587,0.0002951918183504319,apul,ACR.173
apul_ACR.186,-0.16204217903124016,0.5038008222052267,-0.12012008475592856,0.011933604522137965,0.3749348227841856,0.2675892242661793,-0.05171061926254047,0.3711137210109154,0.07987003584489775,0.3016878595677221,0.15429717956580408,-0.18959220135948013,-0.25233536995568273,-0.4505757484982963,-0.26286295805709525,apul,ACR.186
apul_ACR.225,-0.2555539592026633,-0.16654319614012691,0.10243781489637346,0.45183467963578866,-0.05579574583325285,0.2879644521489349,-0.07379627986753402,-0.054194161735664055,0.016599766269854804,0.38476472655441274,-0.19164622015208818,0.21371499309840716,-0.06851731238250025,0.1484342871277338,-0.04580973713533191,apul,ACR.225
apul_ACR.229,-0.13737651130786036,-0.23361467177832468,0.16185537741213935,0.4176171421672755,-0.1649344450251732,0.26484063967090377,0.026608563748915022,0.006172511174926695,-0.09333900951432214,0.34822031988140645,-0.18009123740817787,0.24140319593592915,-0.07471333720794737,0.10347707474790165,-0.05785853719919367,apul,ACR.229
apul_ACR.237,-0.11777568795908527,-0.038937224604804026,0.06105970646012772,0.39110370223881336,-0.056582364392001816,0.17493206275162798,0.04867550316629901,-0.026115372946696927,-0.0890887138873168,0.34963926099151504,-0.13607388264390016,0.1830939315751123,-0.04833051441998176,-0.021781620765263993,-0.026813989858354047,apul,ACR.237
apul_ACR.244,-0.17773964109612908,-0.14620700611912918,0.05478304304585899,0.4566215116631893,-0.09750102446793342,0.19718329994763115,-0.010509702883922374,-0.08501805595576081,-0.026291690856717058,0.35982414522838196,-0.1970414771049556,0.2519533843506333,-0.047286202477442106,0.12190465307765781,0.00534986790368206,apul,ACR.244
apul_ACR.265,-0.11468162271609265,0.11439361522813228,0.0007089642479952765,0.30833878977196033,0.10513590164237932,0.10488891304347149,0.040102783060968886,0.08717084542232086,-0.04068816009409262,0.33882322436126866,-0.09582648342925992,0.017884684864213053,-0.058552172732415315,-0.11708498210387906,-0.057999102870913345,apul,ACR.265
