,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15
OG_00001,0.5368351232387469,0.5865901766556099,0.7527050399616607,1.3511791055268954,0.9148774467306906,0.8716676462457575,0.6494351575908784,0.6927380657926102,0.5320373139347481,1.2923723085514522,1.9347523383535363,1.2979724402241635,0.7493552316022539,1.2560580282728055,0.6916128024442489
OG_00002,0.4089986105078933,0.4800245568961927,0.5161580265094959,1.168022777816982,0.6252287831961718,0.6752950351049135,0.7141634007190815,0.5612565380582532,0.5779977503016264,1.287749488989761,1.5643594181729439,0.9360450739538367,0.5958901450668973,0.9207337390123542,0.6136154699590409
OG_00003,0.0,0.03808200652128075,0.05744355413049911,0.1342600271642447,0.010272008936070174,0.08716597836756163,0.13077255444811267,0.031411746888951333,0.05598979507302812,0.012797260628175034,0.0945459726940988,0.0,0.1479507093439864,0.007567427270822214,0.06496677310398391
OG_00004,0.11574243463612052,0.11701046062271506,0.024136548703816273,0.41485027493534393,0.0869322627062087,0.0,0.10409386816502521,0.06395322791383695,0.13772507712395735,0.2815900759382694,0.2837651148456471,0.03688599486005028,0.05205359937788289,0.19104641921573065,0.09866761334667455
OG_00005,0.13548580125581142,0.07502154276562847,0.06139408651141157,0.3426327791884446,0.10247947389780857,0.0304385242323097,0.10953130616033024,0.12646454358591663,0.1178586657706618,0.25690990074809217,0.33171261052796264,0.11723140681600869,0.0685482986451775,0.25986328998214026,0.0994233573244196
OG_00006,0.12671036694486043,0.062339283129807806,0.016312451092264212,0.3010822252209472,0.07477755095135821,0.008153975404892823,0.07826290733756293,0.11486479605563588,0.10681318905485998,0.21011575046614075,0.2912198916647504,0.11972002458882998,0.0,0.21736477901903833,0.11192776391530236
OG_00007,0.39060481832561267,0.344736574635424,0.3648556836434407,0.9320756493222794,0.48635355319321105,0.39479437883896085,0.4821468084633666,0.4637635047982785,0.3844641138462265,0.8284426042697252,1.153656225659232,0.6500348232949563,0.3169799113945984,0.8254338410237766,0.45029234468088913
OG_00008,0.2207791049392513,0.2414028261677844,0.24183329710517482,0.5900188653446282,0.26482162014292043,0.357288169505282,0.43843699360116456,0.28620734776308576,0.3948885594447406,0.5988606772099282,0.7932052659848782,0.43090760445119075,0.2884133302195365,0.47533635206741176,0.3948686325231006
OG_00009,0.1761422019390462,0.1889787620614617,0.2991086525181129,0.39779625131194485,0.3440274110874013,0.3391814147471204,0.2501884293810665,0.2791192528916399,0.19096662994343006,0.5044692396582418,0.7570223480538935,0.5715399674763366,0.25911677868517147,0.4613190195874278,0.30114554082553313
OG_00010,0.20394741330176205,0.20934556519365996,0.17226729915700967,0.6074573156067316,0.2623745510091672,0.2757426738938529,0.30494088731645413,0.26905991494744314,0.24655807101725194,0.7532233094925245,0.7238586486058219,0.3839279561235213,0.2629345509502537,0.42255436965512866,0.2865094079683454
