,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Species,Sample_ID
apul_ACR.139,0.14147100752489591,-0.2787975620813896,0.06765798339275189,-0.0019285517948201848,0.30239949053820164,0.01792489548188589,0.04557004704572483,-0.027515245433289582,0.31969145103294083,0.015178903022807486,-0.07438546737309011,-0.033691444042612935,0.10803635755292836,0.14568233474839146,-0.06907559635265412,0.216460306699262,0.33628888642561927,0.06519254185152923,0.1597698376656307,0.12758007998078602,-0.021609455545588078,-0.07758142408946049,0.0018645580540941498,0.09987514050843724,-0.18758456526381967,-0.23422169642761353,-0.06960059097302129,0.6573472607131221,-0.04768403169007673,-0.05365938481225718,-0.05260740881047137,-0.05517932691738227,-0.03495293814048676,0.018078842579468627,0.059188198312039114,0.014601898317477683,0.026625908712852482,-0.06646557584646119,-0.3140240980792896,-0.06158045594957662,0.47998136942172015,-0.09484771026724777,0.3083902212237781,-0.08757595265036357,-0.06103750357477863,apul,ACR.139
apul_ACR.145,0.017609249824335114,0.18373243440779588,-0.024406821549425733,-0.18818545392733843,0.12142294199460202,-0.029404682563351308,-0.006661401796441935,0.19804839019484574,0.3008481334492253,-0.11371106639727062,-0.037855230474497674,0.24300409990108665,-0.13361518903543954,0.2680966879311794,-0.07680173592433655,-0.09403634112540574,-0.12632148288041417,-0.08925865883486962,-0.007026126619327692,0.13245969601839555,0.03439933944205983,0.017711770073197304,-0.020438928535215048,0.16248009010167222,0.159050798723781,-0.05742406597154308,0.003948694899621755,0.15616889838487988,-0.10495025926976732,-0.1742417885425152,-0.10836124827137437,0.10184730035001557,0.006773860764983247,-0.045486575901090086,0.157981188075371,-0.0507557477462341,0.016220433098505543,-0.16595017007687798,-0.04122687550578755,0.08376825322899771,0.1849775417079406,-0.23384635652452876,0.425925111488578,0.22577316381952178,-0.059303608829006635,apul,ACR.145
apul_ACR.150,0.12243000003592755,0.05461027520858245,-0.10855940456983991,-0.18412252147996727,0.17892486133323635,-0.029192508094809864,0.04494961854605228,0.16953407437555118,0.561052943344709,0.03212731952761515,-0.14947969173824635,0.32412341181515236,-0.09126657589135448,0.19894748853414895,0.009924708816025822,0.0020271758313524144,-0.1925224262477072,0.025317832004370634,0.09816907132176056,0.44401842839293804,0.04407058634426386,0.10242641336146402,0.003950361158254404,0.054219367745263584,-0.04940762006221246,-0.1411659666868108,0.07044064086561443,-0.06678804368463614,-0.14372131060192178,-0.2112255201045954,-0.05355590725268338,0.08519268170535838,0.07476712833243408,-0.04437349098729578,-0.0455918443946363,-0.012697829083383086,-0.02845439951865704,-0.10638483639485852,0.24095583247464086,0.061272583452885054,0.3363241579644558,-0.07409904396405921,0.0178694183279458,0.21888035373438192,-0.05735607614435762,apul,ACR.150
apul_ACR.173,0.28237565464650416,-0.13902790288071115,-0.27166985643038133,0.04719997924518432,0.2664263455974224,0.03423703147116198,-0.031012928596377443,0.012060496953517302,0.36360539709844164,0.01673953312198945,0.1487523491374248,0.24654455448197132,0.14203234275503687,0.1541878449374825,0.05462599712658241,0.07241355525931514,-0.4188462817421399,0.07636586382127104,0.14416933460311365,0.1792047851144223,-0.031019623045557873,-0.019904153425807765,0.07467928127509872,-0.0900495193296879,0.00305921790778283,0.0606163880441925,0.18429409735069532,-0.13491422104021855,-0.1717381101189089,-0.12577361608095736,-0.09565216283517966,-0.0030347318327489732,0.06812894937622,0.12953014784548833,0.05710729309535649,-0.004708676175684186,-0.1813254572516317,-0.005205660652064199,0.035968267422582696,0.31447327417115073,0.14444667408935027,-0.0660685506784792,0.35860613379346756,0.036991368316932664,-0.14674845488716146,apul,ACR.173
apul_ACR.186,-0.1924474570047365,-0.12041566023124343,0.05977800460516119,-0.023536704874695995,0.24648138960335317,-0.04866467960606695,-0.054921722930612725,-0.06926588157640484,0.43406405165188244,0.0026261498187262642,-0.12484000354731424,0.42337205068124995,0.037276691999637075,0.17297119416365936,-0.22002228466652535,-0.02550580190630068,0.3881590988764089,0.06352463145127919,0.10273112535121579,0.10369823244316376,0.08832600107888228,-0.03488745009250465,-0.039450080439818125,0.10185267443917309,-0.29873165337871826,-0.29321616725127936,-0.01893100267764955,-0.06034350748676402,-0.016151849242831907,-0.04801826801761327,-0.03347977738899969,0.06814959926217336,-0.26919074664926196,-0.08834184882283452,0.025623216821976415,-0.05289589399320446,0.03557451457558543,0.03401438417193873,-0.010582336625835876,-0.08561424282584641,0.4797825940047017,-0.07585130627186919,0.2933933363210902,-0.20547451991373578,-0.012787083467757195,apul,ACR.186
apul_ACR.225,0.17332527981505744,0.0292284185934197,-0.04168622249507322,-0.014874061426735856,0.20836023059871916,0.039811241771314905,-0.118166316422151,-0.2035925898039124,-0.0741978853550013,0.09037628898112955,0.526043793870014,0.34321974797953014,-0.022378439547206246,0.4735229065953572,0.03411418940745291,0.13306516993744658,0.20728555329670284,-0.2727565956242528,0.3485127551784783,0.2990713556864569,-0.24479248461810352,-0.10661337496699318,-0.19091832482293147,-0.10943737411118691,0.6363242762029359,-0.10482814198982857,-0.11209491306937565,-0.061135055610845805,0.011240380375764416,-0.18111353132214927,-0.03137277957605065,-0.15382511859954673,0.13167716389585507,0.33539909789662925,0.0006374076697932666,-0.019638107574305834,0.059712865883007504,0.0832005211398116,-0.363737114015759,0.0665615535598859,0.2649976483442898,0.051913684351840426,-0.0385622062482342,-0.03424282502308448,-0.07823050812403717,apul,ACR.225
apul_ACR.229,0.4725566995544779,0.15007639231716904,-0.047207775686500114,0.09289206022488769,0.1010171669327679,0.038424555271968974,0.00883439431582054,0.12292413317692406,0.1849418554067013,0.09393703265577813,0.10655325553600455,0.19389586791038105,-0.033425847905906685,0.4418493488654665,-0.08678818207329278,0.2359462489644505,0.12916910283352925,-0.08240985957319001,0.2848923403866703,0.35053808488535726,-0.12026950020485035,0.06129765386869661,-0.06907830465430896,-0.2140555011758529,0.18295245555137832,-0.329145071511383,-0.17645068470400438,0.060820467902328104,-0.07766634570664671,-0.17604716586245733,0.0458786181750191,-0.05323859071903091,0.5155022193601287,0.695587419975115,-0.03417347259936273,-0.026826093668431392,-0.03269788349196513,0.05660603591501146,0.017701006815268577,0.009727355553388186,0.31575654059618774,-0.04791120529781464,-0.0865480420214571,0.009600125290819533,-0.1521525598051923,apul,ACR.229
apul_ACR.237,0.09820355338458572,0.10000784373796073,-0.036119028272309964,-0.1830108003543077,0.17402892621903418,0.009295991387720373,-0.038530986882423755,0.16690516555437143,-0.05194326011809829,0.07311434135882959,0.08067459018685509,0.3389161621033274,-0.07779184290981815,0.3201745511766645,0.027295142085958193,-0.03481720290469336,-0.2126135942642023,-0.006877044433310247,0.2909950635789614,0.3958522845026519,-0.09026945134614965,0.07539561616618169,-0.03029138874629259,-0.11342415880656542,0.28890630821219754,-0.023110198587441084,0.10499103868929142,-0.03258372002218249,-0.13692974313424916,-0.18396364082928907,-0.09740434927655921,-0.0021941387439289506,0.02632204816130163,0.23139106292308134,0.0761808709382692,-0.02852340081417555,-0.02773326004370122,-0.1633682843009105,-0.014514276698248946,0.14494728428330111,0.11036242500996266,0.06476417927515052,0.030117009244797006,0.22295121159627454,-0.048705815811873145,apul,ACR.237
apul_ACR.244,0.3573655304001901,0.07338915382593476,0.03956851556215921,0.14041731292697254,0.09817034349035574,0.13132597484913827,-0.023281525352811645,0.291919914493552,-0.016901950090607402,0.1733639893359699,0.1708077293942627,0.33152340858750023,0.04785839813123934,0.3765301676480579,0.12602111245277398,0.025258472529070132,0.02910055340521966,0.22605541182855604,0.2658126030975124,0.35953518994405237,-0.26176472853075794,0.045975432248897954,0.013530991824005675,-0.16225056391993511,0.4584695503281123,-0.0622182120810249,0.07945119612534625,-0.187564483128315,-0.11658653893118814,-0.1628692082168745,-0.03420757115181986,-0.06946839855985742,0.2812332259467331,0.3777600729211206,0.013016449508681862,-0.02016857451224703,-0.031117485301184463,-0.11457330285048595,-0.46292363024874084,0.2104411238768467,0.16658111785091356,0.027253233530928168,-0.006258131111058377,-0.017583047772917634,-0.1407179214062405,apul,ACR.244
apul_ACR.265,0.20498823626505702,0.2769204589786094,-0.03541799064128052,-0.1990181440769998,0.14543233686159923,-0.019429827439611903,-0.02490559834769734,0.19939311032507204,0.051823921208952274,0.06469719530093584,-0.0022388151028731795,0.4332470286791317,-0.20868899819541223,0.3057595678591622,0.054070624988432195,-0.02680472779993917,-0.05433621596385475,-0.07657146564557556,0.24937321695328823,0.2666640958589481,-0.05483982241461054,0.040627879657012075,-0.1185668052187954,-0.0995177355101617,0.21842982913828923,-0.05382035422408637,-0.027988405563505625,0.09280861767099934,-0.039178613005895806,-0.11691666070324981,-0.010153990775318335,0.05323670274493916,0.14185633493800054,0.23617048493176734,-0.03259807555312772,-0.03896325186090268,0.01131827841205385,0.029159167995600282,-0.053633544222951905,0.1509821990184843,0.1443597785549594,0.024478393220000564,0.04084617547640414,0.20153493897294336,-0.011844563098300447,apul,ACR.265
