Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ACR-150-TP2_R1_001	8.24847	0.903892	8647328299.0	77786390.0	0.201912	97.22710282960124	8.301465053827616	24.468386005638493	20.0	122.81914386308453	125	9.090909090909092	38893195.0
ACR-150-TP2_R2_001								25.126356067113704	20.0	123.18361661982257	125	9.090909090909092	38893195.0
ACR-150-TP3_R1_001	6.6855899999999995	0.909366	8945034647.0	80593666.0	0.202711	97.66180476234446	12.466038043595487	22.954602953734735	20.0	121.73736283444408	125	9.090909090909092	40296833.0
ACR-150-TP3_R2_001								23.6554504944133	20.0	122.38976690798505	125	9.090909090909092	40296833.0
ACR-150-TP4_R1_001	10.795	0.940371	8729396529.0	76301566.0	0.204752	98.18592676849363	15.82478230387738	23.502401037610596	20.0	121.37591833960525	125	9.090909090909092	38150783.0
ACR-150-TP4_R2_001								23.769137246850775	20.0	121.96801842835048	125	0.0	38150783.0
ACR-173-TP1_R1_001	7.45118	0.915415	9202491009.0	82587196.0	0.206427	97.66455415995	14.859086159380766	25.127062462055363	20.0	121.37795517358406	125	9.090909090909092	41293598.0
ACR-173-TP1_R2_001								25.757467793991268	20.0	122.09191306119655	125	9.090909090909092	41293598.0
ACR-173-TP2_R1_001	11.4097	0.936186	6941351804.0	60080134.0	0.201934	98.15259518607684	7.662603101654299	20.481471417722915	20.0	123.33239786049745	125	9.090909090909092	30040067.0
ACR-173-TP2_R2_001								20.630299977405727	20.0	123.51531659366805	125	0.0	30040067.0
ACR-173-TP3_R1_001	5.93393	0.916031	9488721512.0	88384594.0	0.220655	97.56601237326184	34.04548883197675	24.646199412427777	21.0	116.12575078412421	125	18.181818181818183	44192297.0
ACR-173-TP3_R2_001								25.31203849046929	22.0	118.27982360817316	125	18.181818181818183	44192297.0
ACR-173-TP4_R1_001	5.7484	0.918358	9012345338.0	85350552.0	0.225568	97.52309174195568	41.11188174358963	23.699243671169896	22.0	113.52841469613459	125	18.181818181818183	42675276.0
ACR-173-TP4_R2_001								24.448612826235234	22.0	116.43564746950905	125	27.27272727272727	42675276.0
ACR-186-TP1_R1_001	6.30225	0.92323	10885422600.0	106108060.0	0.216739	97.75045836968526	51.69460625015937	29.037164731656446	21.0	109.21486290485379	125	18.181818181818183	53054030.0
ACR-186-TP1_R2_001								30.049238851738338	22.0	113.02585739481053	125	27.27272727272727	53054030.0
ACR-186-TP2_R1_001	7.70955	0.9095	9402347399.0	84186976.0	0.201519	97.52797609217184	10.494253948941743	24.85300123116832	20.0	122.66039100869949	125	9.090909090909092	42093488.0
ACR-186-TP2_R2_001								25.664075662702984	20.0	122.96005664819224	125	9.090909090909092	42093488.0
ACR-186-TP3_R1_001	10.6403	0.940185	8825628023.0	77626286.0	0.209849	98.04618442527207	22.04978013767894	25.077109531215243	20.0	120.52955283729534	125	9.090909090909092	38813143.0
ACR-186-TP3_R2_001								25.475302249526536	21.0	121.3414424077947	125	9.090909090909092	38813143.0
ACR-186-TP4_R1_001	6.8791	0.910398	8213144779.0	73450430.0	0.202961	97.60015837044487	10.066174247406197	24.115306863467367	20.0	122.67504094938586	125	9.090909090909092	36725215.0
ACR-186-TP4_R2_001								24.872150001272104	20.0	122.99973511387203	125	9.090909090909092	36725215.0
ACR-225-TP1_R1_001	6.47995	0.912533	7705406524.0	68993288.0	0.203378	97.59915263245288	11.339333803722138	16.676615079535907	20.0	122.15663054064042	125	9.090909090909092	34496644.0
ACR-225-TP1_R2_001								17.151978258921247	20.0	122.64598014230022	125	9.090909090909092	34496644.0
ACR-225-TP2_R1_001	12.3352	0.93651	7811263952.0	67627252.0	0.200711	98.09688374021381	7.532655637109811	22.26807292507543	20.0	123.25186535747453	125	9.090909090909092	33813626.0
ACR-225-TP2_R2_001								22.47414023880154	20.0	123.44640787710847	125	0.0	33813626.0
ACR-225-TP3_R1_001	6.24014	0.917841	8677313369.0	81794006.0	0.216116	97.64606552187325	33.69299842401072	25.238007468101827	21.0	114.14673556886308	125	9.090909090909092	40897003.0
ACR-225-TP3_R2_001								25.83048722826142	21.0	117.03463420045718	125	27.27272727272727	40897003.0
ACR-225-TP4_R1_001	6.61543	0.915888	8226684556.0	73882436.0	0.210493	97.75476820605327	17.32787048444226	25.268757268182313	21.0	121.19438722892136	125	9.090909090909092	36941218.0
ACR-225-TP4_R2_001								26.011418525145743	21.0	121.97516922695944	125	18.181818181818183	36941218.0
ACR-229-TP1_R1_001	7.654750000000001	0.90807	11364802909.0	101555108.0	0.20158	97.68309093883552	8.993496739866979	25.082597978560045	20.0	123.23516246962191	125	9.090909090909092	50777554.0
ACR-229-TP1_R2_001								25.739980936165082	20.0	123.26565070464008	125	9.090909090909092	50777554.0
ACR-229-TP2_R1_001	9.05575	0.91224	10869921453.0	97093384.0	0.202449	97.60736682437111	10.167711337716373	25.675145079072237	20.0	122.51195241068125	125	9.090909090909092	48546692.0
ACR-229-TP2_R2_001								26.257497043194917	20.0	122.96084783696487	125	9.090909090909092	48546692.0
ACR-229-TP3_R1_001	8.05612	0.910411	8793381596.0	78464482.0	0.201296	97.57976460021295	8.719730113220882	23.696392052190518	20.0	122.97612568193594	125	9.090909090909092	39232241.0
ACR-229-TP3_R2_001								24.40770818642595	20.0	123.24372178994312	125	9.090909090909092	39232241.0
ACR-229-TP4_R1_001	6.61276	0.912626	8004116027.0	71756884.0	0.202758	97.7958507463663	12.825583284360597	23.545725665146435	20.0	121.98050977241431	125	9.090909090909092	35878442.0
ACR-229-TP4_R2_001								24.32146045448515	20.0	122.49184064347052	125	9.090909090909092	35878442.0
ACR-237-TP1_R1_001	6.9005600000000005	0.910446	8727090949.0	78546570.0	0.202911	97.56743272267158	13.256693946080752	23.576233087131882	20.0	121.77498989453008	125	9.090909090909092	39273285.0
ACR-237-TP1_R2_001								24.026258127362937	20.0	122.32072122309097	125	9.090909090909092	39273285.0
ACR-237-TP2_R1_001	8.07476	0.906213	8782405965.0	78509980.0	0.202103	97.48761040310163	7.433467575955236	25.079749179262706	20.0	123.4319270492745	125	9.090909090909092	39254990.0
ACR-237-TP2_R2_001								25.51369110565406	20.0	123.47682146906673	125	9.090909090909092	39254990.0
ACR-237-TP3_R1_001	6.98252	0.907457	9134613570.0	81320874.0	0.202847	97.49540216768841	5.781149056567083	21.944271691409043	20.0	123.78882674084393	125	9.090909090909092	40660437.0
ACR-237-TP3_R2_001								22.437735610410357	20.0	123.80642318231848	125	9.090909090909092	40660437.0
ACR-237-TP4_R1_001	6.925009999999999	0.923586	8883188132.0	78671540.0	0.203078	97.83312634203915	18.973967347232154	23.1854606001655	20.0	122.11729405576655	125	9.090909090909092	39335770.0
ACR-237-TP4_R2_001								23.937072718328636	20.0	122.41530243338315	125	9.090909090909092	39335770.0
ACR-244-TP1_R1_001	5.7096599999999995	0.919136	10121766242.0	93558502.0	0.210427	97.77756276681156	28.561206045141308	20.50727246566133	20.0	116.62458815341016	125	9.090909090909092	46779251.0
ACR-244-TP1_R2_001								21.358397330518315	21.0	118.7977831025982	125	18.181818181818183	46779251.0
ACR-244-TP2_R1_001	7.64532	0.907811	9158319806.0	81937454.0	0.202827	97.55356302303622	8.382159253889453	22.089761686590364	20.0	122.98560726575663	125	9.090909090909092	40968727.0
ACR-244-TP2_R2_001								22.8419285188036	20.0	123.2868553128341	125	9.090909090909092	40968727.0
ACR-244-TP3_R1_001	13.7514	0.933766	7417681204.0	64207584.0	0.20156	98.01661316639951	5.400709464865332	20.33921291822037	20.0	123.7218170364423	125	9.090909090909092	32103792.0
ACR-244-TP3_R2_001								20.54681106613218	20.0	123.74924622611559	125	0.0	32103792.0
ACR-244-TP4_R1_001	7.001530000000001	0.917181	10061245736.0	90487528.0	0.206042	97.6769310665276	16.631879171339346	22.999064466748692	20.0	120.78369774893176	125	9.090909090909092	45243764.0
ACR-244-TP4_R2_001								23.95835509077962	20.0	121.69634723583121	125	9.090909090909092	45243764.0
ACR-265-TP1_R1_001	11.635	0.937132	10057908390.0	87260024.0	0.201391	97.97388577864865	9.951553801851677	20.806063249338138	20.0	122.87547365331919	125	9.090909090909092	43630012.0
ACR-265-TP1_R2_001								21.189127251481906	20.0	123.14295551878372	125	0.0	43630012.0
ACR-265-TP2_R1_001	7.004770000000001	0.909674	8437992674.0	75797822.0	0.201762	97.48775580338908	11.52986992341718	22.352730082006843	20.0	122.12053182741847	125	9.090909090909092	37898911.0
ACR-265-TP2_R2_001								23.058318458421667	20.0	122.65673947728999	125	9.090909090909092	37898911.0
ACR-265-TP3_R1_001	6.86601	0.913865	8215112803.0	73336472.0	0.203146	97.82650894578022	12.221621237446683	23.47955739998497	20.0	122.41521173802852	125	9.090909090909092	36668236.0
ACR-265-TP3_R2_001								24.386195117623515	20.0	122.76458589390556	125	9.090909090909092	36668236.0
ACR-265-TP4_R1_001	6.60733	0.918268	8326128820.0	75940904.0	0.218602	97.629204427361	24.722959539205924	23.750700803022923	21.0	118.6807003508939	125	18.181818181818183	37970452.0
ACR-265-TP4_R2_001								24.552002965904535	21.0	120.1309773715625	125	18.181818181818183	37970452.0
