Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ACR-139-TP1_R1_001	7.856630000000001	0.903809	9252504492.0	82937350.0	0.201506	97.35005482131164	7.305299831668465	25.263571284127593	20.0	123.41999166840995	125	9.090909090909092	41468675.0
ACR-139-TP1_R2_001								26.2408126228394	20.0	123.47498006627895	125	9.090909090909092	41468675.0
ACR-139-TP2_R1_001	7.05182	0.9115	9385126969.0	84165508.0	0.202224	97.70362518717273	12.254787321044642	24.741414539288172	20.0	122.10401588736326	125	9.090909090909092	42082754.0
ACR-139-TP2_R2_001								25.178295790318998	20.0	122.58964598657208	125	9.090909090909092	42082754.0
ACR-139-TP3_R1_001	6.820569999999999	0.917121	9849083351.0	90922854.0	0.214571	97.70428150535349	26.472637341344058	26.32594043311674	21.0	117.10520965388966	125	9.090909090909092	45461427.0
ACR-139-TP3_R2_001								27.03078801193277	21.0	119.1350325408835	125	18.181818181818183	45461427.0
ACR-139-TP4_R1_001	7.5953599999999994	0.90622	8926419195.0	80187042.0	0.20278	97.52466720775253	9.15366068857363	23.947098470564413	20.0	122.65624166557983	125	9.090909090909092	40093521.0
ACR-139-TP4_R2_001								24.660904104327813	20.0	123.04996375848357	125	9.090909090909092	40093521.0
ACR-145-TP1_R1_001	7.92288	0.91759	10485801539.0	94090138.0	0.210783	97.64695367585082	18.371345018861742	26.777771575112823	21.0	121.1524910081437	125	9.090909090909092	47045069.0
ACR-145-TP1_R2_001								27.590305491214835	21.0	121.77373956025019	125	9.090909090909092	47045069.0
ACR-145-TP2_R1_001	7.65081	0.911008	9769926255.0	88193776.0	0.203283	97.54322808229266	13.87897534955125	24.313855704653918	20.0	121.18383732657053	125	9.090909090909092	44096888.0
ACR-145-TP2_R2_001								25.085697937557498	20.0	122.03862893907615	125	9.090909090909092	44096888.0
ACR-145-TP3_R1_001	10.109300000000001	0.936057	9534634217.0	85034716.0	0.213676	97.92928195847887	22.673855948729408	23.125538546756246	21.0	119.1234298001301	125	9.090909090909092	42517358.0
ACR-145-TP3_R2_001								23.54482177199641	21.0	120.46540852797109	125	0.0	42517358.0
ACR-145-TP4_R1_001	7.56615	0.914124	10262222484.0	91677182.0	0.204737	97.63986499212275	12.14258589238657	24.999018460988623	20.0	122.22975767296163	125	9.090909090909092	45838591.0
ACR-145-TP4_R2_001								25.761981049513693	20.0	122.70405440690793	125	9.090909090909092	45838591.0
ACR-150-TP1_R1_001	6.65292	0.918998	12136613189.0	113765944.0	0.215938	97.60802647482818	35.24964530996917	26.404924793312446	21.0	114.73523907998337	125	9.090909090909092	56882972.0
ACR-150-TP1_R2_001								27.21868846627997	21.0	117.44200563219516	125	18.181818181818183	56882972.0
