"","miRNA","mRNA","PCC.cor","p_value","mRNA_coords","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"170","Cluster_2500","FUN_006262",0.535213238952333,0.000373085990076218,"ptg000001l:9853576-9854576",150,-10.15,"2 16","900 923",16,"75.00%","81.25%"
"171","Cluster_2372","FUN_006367",0.660865222564473,3.46290043132692e-06,"ptg000001l:11535349-11536349",160,-17.99,"2 19","138 158",17,"82.35%","82.35%"
"172","Cluster_1832","FUN_006408",0.59129283115875,5.87667466593033e-05,"ptg000001l:12131336-12132336",151,-10.4,"2 21","667 689",20,"70.00%","70.00%"
"173","Cluster_1832","FUN_006477",0.55110567062036,0.000228407816163228,"ptg000001l:12995837-12996837",142,-11.23,"2 19","827 848",17,"64.71%","64.71%"
"174","Cluster_4034","FUN_006524",0.564970500263465,0.000145836152458409,"ptg000001l:13610752-13611752",151,-14.91,"2 12","95 116",10,"90.00%","100.00%"
"175","Cluster_9706","FUN_006524",0.521440647343951,0.000559940869613534,"ptg000001l:13610752-13611752",149,-11.62,"2 15","343 367",16,"75.00%","81.25%"
"176","Cluster_9420","FUN_006538",0.500814033248102,0.000996926204260714,"ptg000001l:13758601-13759601",140,-13.42,"2 9","578 598",7,"100.00%","100.00%"
"177","Cluster_2372","FUN_006566",0.506833887272749,0.000845610029195743,"ptg000001l:14172265-14173265",151,-13.74,"2 19","622 641",17,"70.59%","82.35%"
"178","Cluster_17623","FUN_006602",0.51568985386363,0.000660060162970588,"ptg000001l:14604987-14605987",145,-12.49,"2 10","715 736",8,"100.00%","100.00%"
"179","Cluster_2500","FUN_006685",0.590634212431139,6.01767407073356e-05,"ptg000001l:15577741-15578741",156,-11.54,"2 20","477 498",19,"73.68%","84.21%"
"180","Cluster_9420","FUN_006685",0.5046191331529,0.000898721440334746,"ptg000001l:15577741-15578741",140,-12.84,"2 9","847 867",7,"100.00%","100.00%"
"181","Cluster_14692","FUN_006685",0.605203138006966,3.5180083135979e-05,"ptg000001l:15577741-15578741",155,-19.5,"2 18","177 197",16,"81.25%","81.25%"
"182","Cluster_14610","FUN_006690",0.55666643131185,0.000191246872458251,"ptg000001l:15632401-15633401",144,-11.91,"2 18","624 649",19,"63.16%","73.68%"
"183","Cluster_14610","FUN_006690",0.55666643131185,0.000191246872458251,"ptg000001l:15632401-15633401",148,-12.06,"2 13","827 849",11,"81.82%","90.91%"
"184","Cluster_9706","FUN_006691",0.605243936352632,3.51259355070255e-05,"ptg000001l:15641550-15642550",147,-13.64,"2 21","181 204",21,"61.90%","71.43%"
"185","Cluster_5516","FUN_006692",0.518315746013014,0.000612517916804703,"ptg000001l:15666021-15667021",151,-13.96,"2 21","1 26",23,"65.22%","69.57%"
"186","Cluster_4752","FUN_006806",0.522346649912439,0.000545470762231091,"ptg000001l:16864022-16865022",140,-13.73,"2 9","854 874",7,"100.00%","100.00%"
"187","Cluster_4752","FUN_006815",0.635941401788676,1.03473234426462e-05,"ptg000001l:16947860-16948860",140,-13.97,"2 9","854 874",7,"100.00%","100.00%"
"188","Cluster_4752","FUN_006817",0.558243723619382,0.000181748856183532,"ptg000001l:16974251-16975251",140,-13.97,"2 9","854 874",7,"100.00%","100.00%"
"189","Cluster_4752","FUN_006818",0.539037367374215,0.000332274029137821,"ptg000001l:16985008-16986008",140,-13.97,"2 9","854 874",7,"100.00%","100.00%"
"190","Cluster_14532","FUN_006852",0.536192114951356,0.000362232396585755,"ptg000001l:17402804-17403804",146,-10.53,"2 22","4 22",20,"70.00%","80.00%"
"191","Cluster_17245","FUN_006842",0.503953642135598,0.000915249655327408,"ptg000001l:17285781-17286781",152,-10.18,"2 19","492 513",17,"76.47%","76.47%"
"192","Cluster_1865","FUN_006857",0.500815185470412,0.000996895079089928,"ptg000001l:17441601-17442601",154,-11.58,"2 15","296 319",13,"84.62%","84.62%"
"193","Cluster_14532","FUN_006984",0.533468246879634,0.000393159552055954,"ptg000001l:19035550-19036550",169,-15.76,"2 22","1 21",20,"70.00%","85.00%"
"194","Cluster_14532","FUN_007022",0.555046609531602,0.000201464460322832,"ptg000001l:19385921-19386902",164,-16.97,"2 20","385 407",19,"84.21%","84.21%"
"195","Cluster_14532","FUN_007025",0.533890440674451,0.00038821604835543,"ptg000001l:19519571-19520571",151,-11.14,"2 21","783 807",21,"66.67%","71.43%"
"196","Cluster_2500","FUN_007124",0.507229073363553,0.000836432509766856,"ptg000001l:20759229-20760229",162,-13.89,"2 19","497 518",17,"70.59%","88.24%"
"197","Cluster_9706","FUN_007126",-0.526681000071574,0.000480764453142438,"ptg000001l:20780897-20781897",150,-18.19,"2 16","630 652",15,"80.00%","80.00%"
"198","Cluster_1865","FUN_007130",0.538891265355524,0.000333756434885401,"ptg000001l:20800670-20801670",166,-13.67,"2 23","499 522",21,"66.67%","80.95%"
"199","Cluster_16354","FUN_007562",0.569929155646885,0.000123611286447923,"ptg000002l:1724776-1725776",157,-14.56,"2 18","681 701",16,"87.50%","87.50%"
"200","Cluster_4752","FUN_007592",0.579709790263954,8.85132078606472e-05,"ptg000002l:2111426-2112426",167,-17.13,"2 20","813 833",18,"72.22%","88.89%"
"201","Cluster_4752","FUN_007645",-0.674450776751426,1.82531196974712e-06,"ptg000002l:2828633-2829633",140,-11.33,"2 9","91 111",7,"100.00%","100.00%"
"202","Cluster_14532","FUN_007645",0.596489013933735,4.86519121014322e-05,"ptg000002l:2828633-2829633",153,-13.57,"2 22","871 893",20,"60.00%","75.00%"
"203","Cluster_3109","FUN_007766",0.538844632222096,0.000334230840210351,"ptg000002l:4529413-4529805",146,-16.28,"2 20","232 259",24,"62.50%","66.67%"
"204","Cluster_14605","FUN_007767",0.574149803932437,0.000107158824455,"ptg000002l:4530117-4531117",148,-11.01,"2 14","529 551",13,"84.62%","84.62%"
"205","Cluster_2500","FUN_007837",0.632999280261174,1.17001319594261e-05,"ptg000002l:5258052-5259052",151,-12.16,"2 20","522 540",18,"72.22%","77.78%"
"206","Cluster_14532","FUN_007837",0.751344947026842,2.32133948174704e-08,"ptg000002l:5258052-5259052",153,-10.32,"2 18","957 979",16,"68.75%","81.25%"
"207","Cluster_1865","FUN_007836",0.521514149825342,0.000558754280572633,"ptg000002l:5237518-5238518",149,-13.41,"2 23","547 571",22,"54.55%","77.27%"
"208","Cluster_14532","FUN_007783",0.620941628375722,1.91084997651598e-05,"ptg000002l:4723175-4724175",150,-11.81,"2 20","501 528",23,"65.22%","69.57%"
"209","Cluster_17245","FUN_007783",0.576112347673629,0.000100206282933729,"ptg000002l:4723175-4724175",140,-10.18,"2 9","780 802",7,"100.00%","100.00%"
"210","Cluster_5516","FUN_007784",0.609711064894537,2.96360578969351e-05,"ptg000002l:4736117-4737117",145,-10.71,"2 10","183 204",8,"100.00%","100.00%"
"211","Cluster_14532","FUN_007784",0.522365935918285,0.000545166404810406,"ptg000002l:4736117-4737117",148,-10.82,"2 22","485 504",20,"70.00%","75.00%"
"212","Cluster_14532","FUN_007784",0.522365935918285,0.000545166404810406,"ptg000002l:4736117-4737117",158,-11.88,"2 16","602 625",15,"80.00%","93.33%"
"213","Cluster_14605","FUN_007784",0.558257850115339,0.000181665747586445,"ptg000002l:4736117-4737117",150,-10.87,"2 21","386 412",24,"66.67%","70.83%"
"214","Cluster_1865","FUN_007828",0.727091010243764,1.07575892285585e-07,"ptg000002l:5147917-5148917",150,-12.95,"2 11","38 61",9,"100.00%","100.00%"
"215","Cluster_14532","FUN_007828",0.5026636487655,0.000948059438893912,"ptg000002l:5147917-5148917",156,-10.86,"2 22","582 605",21,"66.67%","76.19%"
"216","Cluster_1865","FUN_007830",0.599259204568738,4.39322953702721e-05,"ptg000002l:5174752-5175752",158,-18.04,"2 18","535 556",16,"81.25%","87.50%"
"217","Cluster_16354","FUN_007895",0.55872453831899,0.000178939333656558,"ptg000002l:5994256-5995256",155,-17.91,"2 22","349 373",22,"72.73%","72.73%"
"218","Cluster_17245","FUN_007862",0.526125401660106,0.000488655666932392,"ptg000002l:5552424-5553424",156,-13.89,"2 17","671 693",15,"73.33%","86.67%"
"219","Cluster_14532","FUN_007840",0.50317359507717,0.000934966561700031,"ptg000002l:5293051-5294051",145,-13.67,"2 10","148 170",8,"100.00%","100.00%"
"220","Cluster_2372","FUN_007841",0.591756173159121,5.77928598178754e-05,"ptg000002l:5298816-5299816",150,-12.31,"2 21","837 857",19,"68.42%","73.68%"
"221","Cluster_14610","FUN_007847",0.519070195151106,0.000599436036597641,"ptg000002l:5372657-5373269",148,-17.84,"2 22","177 203",24,"62.50%","66.67%"
"222","Cluster_2500","FUN_007859",0.507137219405025,0.000838557717558368,"ptg000002l:5515486-5516486",165,-17.61,"2 21","624 643",19,"78.95%","84.21%"
"223","Cluster_4034","FUN_007941",0.561171478895131,0.000165238877441794,"ptg000002l:6394723-6395236",146,-10.4,"2 21","190 210",19,"68.42%","68.42%"
"224","Cluster_9786","FUN_007898",0.596265605778572,4.90519259700558e-05,"ptg000002l:6048516-6049516",140,-16.13,"2 9","65 85",7,"100.00%","100.00%"
"225","Cluster_3301","FUN_007949",0.67356638823285,1.90492658795265e-06,"ptg000002l:6483101-6484101",155,-16.49,"2 22","958 982",22,"68.18%","77.27%"
"226","Cluster_1819","FUN_007976",0.515441488355456,0.000664722900477193,"ptg000002l:6739505-6740505",156,-12.88,"2 19","349 369",17,"76.47%","82.35%"
"227","Cluster_1865","FUN_007976",0.597337819923496,4.71590103010602e-05,"ptg000002l:6739505-6740505",153,-16.86,"2 23","732 757",23,"60.87%","73.91%"
"228","Cluster_5516","FUN_007976",0.543522548295939,0.000289544907457815,"ptg000002l:6739505-6740505",144,-11.57,"2 21","924 943",19,"68.42%","73.68%"
"229","Cluster_3301","FUN_008042",0.599050948263483,4.42720609536706e-05,"ptg000002l:7432718-7433718",161,-12.37,"2 18","538 560",16,"81.25%","81.25%"
"230","Cluster_4752","FUN_008042",-0.54434568811102,0.000282262563331383,"ptg000002l:7432718-7433718",149,-11.88,"2 15","177 198",14,"78.57%","85.71%"
"231","Cluster_17245","FUN_008042",0.589538735605486,6.25901591717987e-05,"ptg000002l:7432718-7433718",149,-10.44,"2 17","406 426",15,"80.00%","80.00%"
"232","Cluster_15097","FUN_008055",0.514079588601356,0.000690816881418485,"ptg000002l:7540679-7541679",146,-14.61,"2 20","433 455",19,"63.16%","73.68%"
"233","Cluster_14532","FUN_008058",0.50764244912002,0.000826927511054871,"ptg000002l:7587894-7588894",167,-15.5,"2 22","527 548",20,"75.00%","85.00%"
"234","Cluster_1865","FUN_008075",0.511885800180912,0.000734773827502248,"ptg000002l:7699944-7700944",156,-14.95,"2 21","909 932",19,"68.42%","73.68%"
"235","Cluster_14610","FUN_008111",0.539630233202493,0.000326319048482933,"ptg000002l:8156589-8157589",161,-13.24,"2 20","1 21",18,"77.78%","83.33%"
"236","Cluster_1865","FUN_008192",0.601364910261047,4.06277045916974e-05,"ptg000002l:9131006-9132006",146,-10.81,"2 11","319 342",9,"88.89%","100.00%"
"237","Cluster_1950","FUN_008171",0.544907506916223,0.000277387096442768,"ptg000002l:8941381-8942381",158,-12.08,"2 20","853 875",19,"68.42%","84.21%"
"238","Cluster_2500","FUN_008214",0.562787114545195,0.000156719392464874,"ptg000002l:9362749-9363749",157,-14.13,"2 20","678 703",22,"68.18%","81.82%"
"239","Cluster_17245","FUN_008214",0.519712386931436,0.000588497812250663,"ptg000002l:9362749-9363749",157,-19.35,"2 20","780 806",22,"72.73%","77.27%"
"240","Cluster_4752","FUN_008253",-0.533999962684311,0.000386942781448921,"ptg000002l:9675953-9676650",150,-12.29,"2 11","104 124",9,"100.00%","100.00%"
"241","Cluster_14532","FUN_008268",0.500562678271597,0.00100373676344472,"ptg000002l:9822151-9822824",155,-20.63,"2 22","195 212",20,"75.00%","75.00%"
"242","Cluster_4752","FUN_008298",-0.50864546960398,0.000804262866349763,"ptg000002l:10090702-10091702",148,-10.73,"2 17","113 133",15,"66.67%","80.00%"
"243","Cluster_4752","FUN_008298",-0.50864546960398,0.000804262866349763,"ptg000002l:10090702-10091702",148,-10.73,"2 17","15 35",15,"66.67%","80.00%"
"244","Cluster_14532","FUN_008334",0.52649047045996,0.000483457621975018,"ptg000002l:10500629-10501629",151,-10.33,"2 20","9 31",18,"66.67%","72.22%"
"245","Cluster_3301","FUN_008308",0.592407123209293,5.64494006285888e-05,"ptg000002l:10143645-10144645",161,-12.84,"2 18","22 44",16,"75.00%","87.50%"
"246","Cluster_17245","FUN_008344",0.560200256770922,0.00017055920935496,"ptg000002l:10603112-10604112",152,-13.12,"2 17","414 436",15,"73.33%","80.00%"
"247","Cluster_5516","FUN_008358",0.542291824498649,0.000300748300771829,"ptg000002l:10721539-10722539",140,-12.27,"2 9","254 275",7,"100.00%","100.00%"
"248","Cluster_9706","FUN_008377",0.533248988195501,0.000395749065262135,"ptg000002l:10904241-10905241",154,-24.28,"2 21","942 967",23,"69.57%","73.91%"
"249","Cluster_14532","FUN_008383",-0.514935508975535,0.000674312992974659,"ptg000002l:11030714-11031714",168,-15.28,"2 22","730 753",21,"76.19%","80.95%"
"250","Cluster_14605","FUN_008398",0.502273489537739,0.000958186531388132,"ptg000002l:11123618-11124618",155,-14.58,"2 20","640 661",18,"72.22%","72.22%"
"251","Cluster_14605","FUN_008411",0.505745603417915,0.000871348355827683,"ptg000002l:11240685-11241685",145,-10.14,"2 17","877 898",16,"75.00%","81.25%"
"252","Cluster_14692","FUN_008466",0.551740633501626,0.000223858597927062,"ptg000002l:11961180-11962180",150,-17.75,"2 11","579 600",9,"100.00%","100.00%"
"253","Cluster_4752","FUN_008488",-0.526789887043379,0.000479231351767921,"ptg000002l:12141693-12142693",156,-11.09,"2 18","646 667",17,"76.47%","82.35%"
"254","Cluster_1865","FUN_008493",0.543001720495022,0.000294239451284052,"ptg000002l:12192111-12193111",164,-19.85,"2 23","648 670",21,"76.19%","76.19%"
"255","Cluster_14692","FUN_008493",0.558546766914593,0.000179973500743273,"ptg000002l:12192111-12193111",155,-16.07,"2 21","974 996",20,"65.00%","80.00%"
"256","Cluster_14532","FUN_008486",0.515589976498609,0.000661931711176344,"ptg000002l:12119448-12120448",158,-10.95,"2 20","809 832",19,"73.68%","78.95%"
"257","Cluster_1819","FUN_008499",0.546396557132259,0.000264829177655529,"ptg000002l:12256573-12257573",142,-11.12,"2 11","412 433",9,"88.89%","88.89%"
"258","Cluster_3109","FUN_008499",0.544760099023601,0.00027865892266016,"ptg000002l:12256573-12257573",151,-17.53,"2 21","910 932",20,"60.00%","80.00%"
"259","Cluster_14532","FUN_008524",0.542017070200012,0.000303301966639612,"ptg000002l:12487933-12488933",157,-10.93,"2 22","144 164",20,"75.00%","80.00%"
"260","Cluster_14532","FUN_008546",0.577285393179591,9.62482575919557e-05,"ptg000002l:12811522-12812522",145,-13.39,"2 10","166 188",8,"100.00%","100.00%"
"261","Cluster_5516","FUN_008592",0.646378982414374,6.62136830081982e-06,"ptg000002l:13237523-13238523",140,-14.6,"2 9","46 67",7,"100.00%","100.00%"
"262","Cluster_14605","FUN_008592",0.630576953582526,1.29333878910009e-05,"ptg000002l:13237523-13238523",157,-10.21,"2 19","27 49",18,"77.78%","77.78%"
"263","Cluster_14532","FUN_008610",-0.50874443980176,0.000802056754961513,"ptg000002l:13569386-13570386",166,-19.77,"2 21","966 987",19,"78.95%","84.21%"
"264","Cluster_14532","FUN_008629",-0.51049124610855,0.000763995831455184,"ptg000002l:13778670-13779670",156,-10.68,"2 22","19 42",21,"71.43%","71.43%"
"265","Cluster_4752","FUN_008630",0.56812530639966,0.000131314443029413,"ptg000002l:13791963-13792963",147,-10.37,"2 20","23 43",18,"61.11%","72.22%"
"266","Cluster_4752","FUN_008716",0.512904582496993,0.000714059759981488,"ptg000002l:14703690-14704690",169,-15.93,"2 18","251 271",16,"87.50%","87.50%"
"267","Cluster_14532","FUN_008716",-0.530243866741433,0.000432813920358301,"ptg000002l:14703690-14704690",154,-11.33,"2 22","194 216",21,"66.67%","80.95%"
"268","Cluster_14532","FUN_008735",0.539619880146345,0.000326422211310738,"ptg000002l:14955274-14955535",141,-11.79,"2 22","109 130",21,"61.90%","71.43%"
"269","Cluster_14532","FUN_008758",0.545343241158577,0.000273658057817067,"ptg000002l:15303379-15304379",162,-15.36,"2 16","892 915",15,"86.67%","93.33%"
"270","Cluster_3301","FUN_008841",0.604648845800534,3.59233111662361e-05,"ptg000002l:16007647-16008647",146,-13.19,"2 15","831 853",13,"69.23%","84.62%"
"271","Cluster_4752","FUN_008878",-0.508466144408069,0.000808273908314645,"ptg000004l:223510-224510",144,-19.37,"2 20","73 97",23,"65.22%","69.57%"
"272","Cluster_4752","FUN_008878",-0.508466144408069,0.000808273908314645,"ptg000004l:223510-224510",150,-12.37,"2 19","171 189",17,"76.47%","82.35%"
"273","Cluster_5603","FUN_008936",0.619546312913793,2.01979836343399e-05,"ptg000004l:646620-647341",152,-19.54,"2 22","142 167",23,"60.87%","73.91%"
"274","Cluster_5603","FUN_008936",0.619546312913793,2.01979836343399e-05,"ptg000004l:646620-647341",156,-16.41,"2 22","166 192",24,"62.50%","75.00%"
"275","Cluster_2500","FUN_008946",0.536328930154556,0.00036073819061853,"ptg000004l:708655-709655",171,-20.68,"2 16","679 700",14,"92.86%","100.00%"
"276","Cluster_1819","FUN_008957",0.501445806663532,0.000979988940583122,"ptg000004l:825912-826912",159,-16.04,"2 18","517 537",16,"81.25%","87.50%"
"277","Cluster_14532","FUN_008957",0.581185401657474,8.4085535670871e-05,"ptg000004l:825912-826912",146,-10.19,"2 22","692 715",22,"68.18%","68.18%"
"278","Cluster_14532","FUN_008965",0.507083241511885,0.000839808834023395,"ptg000004l:947416-948416",150,-10.05,"2 20","772 796",20,"70.00%","70.00%"
"279","Cluster_17245","FUN_008994",0.509504016487185,0.000785303826280947,"ptg000004l:1251301-1252301",151,-11.9,"2 13","40 63",12,"91.67%","91.67%"
"280","Cluster_1865","FUN_009058",0.630637858957671,1.29009757743458e-05,"ptg000004l:2227688-2228688",146,-13.29,"2 23","719 742",21,"52.38%","71.43%"
"281","Cluster_15097","FUN_009157",0.560895116121603,0.000166737330032648,"ptg000004l:3361038-3362038",155,-18.26,"2 12","606 627",10,"100.00%","100.00%"
"282","Cluster_15097","FUN_009201",0.557479274382217,0.00018629769759786,"ptg000004l:3889915-3890915",141,-12.2,"2 10","656 677",8,"87.50%","100.00%"
"283","Cluster_1865","FUN_009245",0.542805201053523,0.000296028496575776,"ptg000004l:4467099-4468099",146,-13.29,"2 23","720 743",21,"52.38%","71.43%"
"284","Cluster_3301","FUN_009245",0.506617165162607,0.000850680973421341,"ptg000004l:4467099-4468099",148,-12.57,"2 22","944 970",24,"62.50%","66.67%"
"285","Cluster_14532","FUN_009195",0.593560132206387,5.41392067782201e-05,"ptg000004l:3797201-3798201",142,-12.04,"2 11","461 483",9,"88.89%","88.89%"
"286","Cluster_14532","FUN_009195",0.593560132206387,5.41392067782201e-05,"ptg000004l:3797201-3798201",151,-10.86,"2 20","650 672",18,"66.67%","72.22%"
"287","Cluster_14532","FUN_009195",0.593560132206387,5.41392067782201e-05,"ptg000004l:3797201-3798201",161,-15.41,"2 22","600 620",20,"80.00%","80.00%"
"288","Cluster_14532","FUN_009199",0.55273251293613,0.000216915324948081,"ptg000004l:3877655-3878655",162,-15.83,"2 20","659 682",19,"73.68%","84.21%"
"289","Cluster_2500","FUN_009205",0.608463613583119,3.1084488435903e-05,"ptg000004l:3939267-3940267",153,-11.24,"2 16","69 89",14,"85.71%","85.71%"
"290","Cluster_3301","FUN_009205",0.503337684013434,0.000930787885660941,"ptg000004l:3939267-3940267",148,-12.57,"2 22","947 973",24,"62.50%","66.67%"
"291","Cluster_14146","FUN_009358",0.538405868687669,0.000338724166888314,"ptg000004l:5780393-5781393",151,-12.39,"2 21","962 985",21,"66.67%","71.43%"
"292","Cluster_14532","FUN_009358",0.577884005100586,9.42835051504907e-05,"ptg000004l:5780393-5781393",145,-10.72,"2 10","144 166",8,"100.00%","100.00%"
"293","Cluster_14692","FUN_009358",0.619229518238056,2.0453111214179e-05,"ptg000004l:5780393-5781393",149,-16.46,"2 21","479 504",24,"66.67%","70.83%"
"294","Cluster_1832","FUN_009361",0.611308292816955,2.78713496328334e-05,"ptg000004l:5827605-5828605",149,-12.61,"2 20","717 740",20,"70.00%","75.00%"
"295","Cluster_1950","FUN_009361",0.532076859006692,0.000409853316961141,"ptg000004l:5827605-5828605",148,-11.46,"2 18","953 971",16,"81.25%","81.25%"
"296","Cluster_14532","FUN_009370",0.631547606392105,1.2425596066909e-05,"ptg000004l:5950805-5951805",162,-15.51,"2 17","168 192",17,"88.24%","88.24%"
"297","Cluster_3109","FUN_009569",0.698465073750719,5.40472267521552e-07,"ptg000004l:8676642-8677642",147,-17.28,"2 18","699 723",19,"68.42%","78.95%"
"298","Cluster_2372","FUN_009573",0.665508541600075,2.7924165764698e-06,"ptg000004l:8724017-8725017",147,-12.21,"2 18","849 869",16,"75.00%","75.00%"
