group_id,module_label,module_color
OG_00990,1,turquoise
OG_00994,17,grey60
OG_00995,3,brown
OG_00996,16,lightcyan
OG_00997,4,yellow
OG_00998,1,turquoise
OG_00999,10,purple
OG_01000,0,grey
OG_01001,0,grey
OG_01004,0,grey
OG_01002,4,yellow
OG_01005,4,yellow
OG_01006,0,grey
OG_01003,0,grey
OG_01007,0,grey
OG_01008,4,yellow
OG_01009,10,purple
OG_01010,7,black
OG_01011,23,darkturquoise
OG_01012,5,green
OG_01013,4,yellow
OG_01014,0,grey
OG_01015,8,pink
OG_01016,16,lightcyan
OG_01017,1,turquoise
OG_01018,0,grey
OG_01019,7,black
OG_01020,1,turquoise
OG_01024,1,turquoise
OG_01021,0,grey
OG_01022,4,yellow
OG_01023,3,brown
OG_01028,4,yellow
OG_01025,0,grey
OG_01026,3,brown
OG_01027,8,pink
OG_01029,2,blue
OG_01030,21,darkred
OG_01031,2,blue
OG_01032,4,yellow
OG_01033,19,lightyellow
OG_01034,12,tan
OG_01035,0,grey
OG_01036,4,yellow
OG_01037,0,grey
OG_01038,4,yellow
OG_01039,17,grey60
OG_01040,1,turquoise
OG_01053,26,darkorange
OG_01041,9,magenta
OG_01042,1,turquoise
OG_01043,5,green
OG_01045,0,grey
OG_01046,9,magenta
OG_01047,1,turquoise
OG_01048,7,black
OG_01049,7,black
OG_01050,0,grey
OG_01051,13,salmon
OG_01052,7,black
OG_01054,1,turquoise
OG_01055,3,brown
OG_01056,11,greenyellow
OG_01057,22,darkgreen
OG_01058,12,tan
OG_01059,10,purple
OG_01060,4,yellow
OG_01061,9,magenta
OG_01062,7,black
OG_01063,9,magenta
OG_01064,0,grey
OG_01065,7,black
OG_01066,5,green
OG_01067,23,darkturquoise
OG_01068,1,turquoise
OG_01069,5,green
OG_01070,0,grey
OG_01071,7,black
OG_01072,3,brown
OG_01073,8,pink
OG_01074,4,yellow
OG_01075,1,turquoise
OG_01076,2,blue
OG_01077,6,red
OG_01078,2,blue
OG_01079,0,grey
OG_01080,0,grey
OG_01081,8,pink
OG_01082,5,green
OG_01083,1,turquoise
OG_01084,2,blue
OG_01085,2,blue
OG_01086,7,black
OG_01092,6,red
OG_01093,23,darkturquoise
OG_01094,7,black
OG_01087,4,yellow
OG_01088,0,grey
OG_01089,6,red
OG_01090,0,grey
OG_01091,6,red
OG_01100,9,magenta
OG_01096,0,grey
OG_01097,12,tan
OG_01098,13,salmon
OG_01099,21,darkred
OG_01101,11,greenyellow
OG_01102,7,black
OG_01103,15,midnightblue
OG_01104,1,turquoise
OG_01108,3,brown
OG_01105,1,turquoise
OG_01106,1,turquoise
OG_01107,1,turquoise
OG_01110,1,turquoise
OG_01111,4,yellow
OG_01112,0,grey
OG_01113,10,purple
OG_01118,0,grey
OG_01114,24,darkgrey
OG_01115,0,grey
OG_01116,14,cyan
OG_01117,13,salmon
OG_01120,5,green
OG_01121,5,green
OG_01124,0,grey
OG_01123,9,magenta
OG_01122,19,lightyellow
OG_01125,8,pink
OG_01127,0,grey
OG_01126,8,pink
OG_01128,9,magenta
OG_01129,9,magenta
OG_01130,11,greenyellow
OG_01134,22,darkgreen
OG_01135,2,blue
OG_01136,1,turquoise
OG_01131,0,grey
OG_01132,1,turquoise
OG_01137,0,grey
OG_01138,4,yellow
OG_01139,2,blue
OG_01140,4,yellow
OG_01141,0,grey
OG_01142,20,royalblue
OG_01143,3,brown
OG_01145,15,midnightblue
OG_01146,9,magenta
OG_01144,2,blue
OG_01147,2,blue
OG_01148,5,green
OG_01149,19,lightyellow
OG_01150,6,red
OG_01151,7,black
OG_01163,1,turquoise
OG_01164,11,greenyellow
OG_01165,3,brown
OG_01169,9,magenta
OG_01170,4,yellow
OG_01166,2,blue
OG_01167,8,pink
OG_01168,2,blue
OG_01171,2,blue
OG_01153,7,black
OG_01154,6,red
OG_01155,15,midnightblue
OG_01156,2,blue
OG_01157,4,yellow
OG_01158,12,tan
OG_01159,4,yellow
OG_01160,1,turquoise
OG_01161,18,lightgreen
OG_01162,14,cyan
OG_01176,0,grey
OG_01178,0,grey
OG_01177,3,brown
OG_01173,0,grey
OG_01172,3,brown
OG_01175,12,tan
OG_01179,6,red
OG_01180,21,darkred
OG_01182,11,greenyellow
OG_01184,3,brown
OG_01183,0,grey
OG_01187,5,green
OG_01185,11,greenyellow
OG_01186,8,pink
OG_01188,2,blue
OG_01196,2,blue
OG_01197,4,yellow
OG_01189,2,blue
OG_01192,3,brown
OG_01190,15,midnightblue
OG_01191,6,red
OG_01193,6,red
OG_01194,5,green
OG_01195,1,turquoise
OG_01198,12,tan
OG_01199,0,grey
OG_01201,3,brown
OG_01200,9,magenta
OG_01202,1,turquoise
OG_01203,3,brown
OG_01204,7,black
OG_01205,10,purple
OG_01206,0,grey
OG_01207,1,turquoise
OG_01208,10,purple
OG_01209,4,yellow
OG_01210,0,grey
OG_01211,3,brown
OG_01213,7,black
OG_01212,16,lightcyan
OG_01232,6,red
OG_01233,4,yellow
OG_01239,0,grey
OG_01240,2,blue
OG_01241,3,brown
OG_01234,3,brown
OG_01235,0,grey
OG_01236,1,turquoise
OG_01238,0,grey
OG_01242,3,brown
OG_01214,6,red
OG_01215,4,yellow
OG_01216,18,lightgreen
OG_01217,21,darkred
OG_01218,2,blue
OG_01219,19,lightyellow
OG_01220,0,grey
OG_01221,18,lightgreen
OG_01222,24,darkgrey
OG_01223,3,brown
OG_01224,8,pink
OG_01225,8,pink
OG_01226,4,yellow
OG_01227,5,green
OG_01228,0,grey
OG_01229,5,green
OG_01230,0,grey
OG_01231,6,red
OG_01243,3,brown
OG_01244,0,grey
OG_01247,9,magenta
OG_01245,3,brown
OG_01246,1,turquoise
OG_01249,5,green
OG_01248,0,grey
OG_01251,3,brown
OG_01250,2,blue
OG_01252,1,turquoise
OG_01253,3,brown
OG_01254,4,yellow
OG_01256,4,yellow
OG_01255,1,turquoise
OG_01257,2,blue
OG_01258,4,yellow
OG_01259,22,darkgreen
OG_01266,12,tan
OG_01267,2,blue
OG_01268,0,grey
OG_01269,2,blue
OG_01270,11,greenyellow
OG_01271,25,orange
OG_01263,15,midnightblue
OG_01260,4,yellow
OG_01261,1,turquoise
OG_01262,3,brown
OG_01272,6,red
OG_01273,10,purple
OG_01275,15,midnightblue
OG_01278,3,brown
OG_01276,10,purple
OG_01277,0,grey
OG_01280,5,green
OG_01281,19,lightyellow
OG_01283,1,turquoise
OG_01286,3,brown
OG_01284,14,cyan
OG_01285,7,black
OG_01282,5,green
OG_01287,10,purple
OG_01288,13,salmon
OG_01289,12,tan
OG_01290,0,grey
OG_01291,0,grey
OG_01292,0,grey
OG_01293,9,magenta
OG_01294,2,blue
OG_01295,18,lightgreen
OG_01296,0,grey
OG_01297,17,grey60
OG_01298,1,turquoise
OG_01302,11,greenyellow
OG_01303,2,blue
OG_01299,1,turquoise
OG_01300,0,grey
OG_01301,0,grey
OG_01307,0,grey
OG_01305,7,black
OG_01306,4,yellow
OG_01308,4,yellow
OG_01309,1,turquoise
OG_01310,3,brown
OG_01311,2,blue
OG_01313,0,grey
OG_01312,3,brown
OG_01321,8,pink
OG_01322,2,blue
OG_01314,2,blue
OG_01315,4,yellow
OG_01316,0,grey
OG_01317,3,brown
OG_01323,0,grey
OG_01324,0,grey
OG_01326,6,red
OG_01325,1,turquoise
OG_01328,0,grey
OG_01329,2,blue
OG_01330,1,turquoise
OG_01342,1,turquoise
OG_01343,0,grey
OG_01344,0,grey
OG_01345,15,midnightblue
OG_01348,0,grey
OG_01347,1,turquoise
OG_01346,13,salmon
OG_01331,1,turquoise
OG_01332,1,turquoise
OG_01333,0,grey
OG_01334,4,yellow
OG_01335,7,black
OG_01336,1,turquoise
OG_01337,1,turquoise
OG_01338,7,black
OG_01339,4,yellow
OG_01340,7,black
OG_01341,1,turquoise
OG_01350,2,blue
OG_01349,6,red
OG_01351,7,black
OG_01363,2,blue
OG_01360,5,green
OG_01361,4,yellow
OG_01362,9,magenta
OG_01364,0,grey
OG_01365,4,yellow
OG_01366,4,yellow
OG_01367,2,blue
OG_01368,4,yellow
OG_01370,0,grey
OG_01369,2,blue
OG_01371,6,red
OG_01372,0,grey
OG_01373,2,blue
OG_01359,0,grey
OG_01352,1,turquoise
OG_01353,2,blue
OG_01354,15,midnightblue
OG_01355,15,midnightblue
OG_01356,19,lightyellow
OG_01357,4,yellow
OG_01358,0,grey
OG_01374,0,grey
OG_01375,3,brown
OG_01376,8,pink
OG_01377,11,greenyellow
OG_01378,6,red
OG_01379,7,black
OG_01380,2,blue
OG_01381,1,turquoise
OG_01382,20,royalblue
OG_01384,17,grey60
OG_01383,7,black
OG_01385,9,magenta
OG_01386,1,turquoise
OG_01387,2,blue
OG_01388,26,darkorange
OG_01389,12,tan
OG_01398,0,grey
OG_01399,2,blue
OG_01400,24,darkgrey
OG_01390,18,lightgreen
OG_01391,0,grey
OG_01392,1,turquoise
OG_01393,1,turquoise
OG_01394,14,cyan
OG_01395,2,blue
OG_01397,1,turquoise
OG_01401,0,grey
OG_01402,12,tan
OG_01403,2,blue
OG_01404,6,red
OG_01405,8,pink
OG_01406,0,grey
OG_01407,1,turquoise
OG_01408,2,blue
OG_01409,10,purple
OG_01410,2,blue
OG_00001,7,black
OG_00002,8,pink
OG_00003,11,greenyellow
OG_00004,1,turquoise
OG_00017,2,blue
OG_00019,3,brown
OG_00020,0,grey
OG_00021,3,brown
OG_00023,14,cyan
OG_00022,14,cyan
OG_00005,1,turquoise
OG_00006,7,black
OG_00007,1,turquoise
OG_00008,5,green
OG_00009,7,black
OG_00010,0,grey
OG_00011,7,black
OG_00012,12,tan
OG_00013,0,grey
OG_00014,0,grey
OG_00015,4,yellow
OG_00016,12,tan
OG_00029,7,black
OG_00024,8,pink
OG_00025,8,pink
OG_00026,4,yellow
OG_00027,4,yellow
OG_00028,17,grey60
OG_00030,3,brown
OG_00031,5,green
OG_00032,15,midnightblue
OG_00033,2,blue
OG_00036,1,turquoise
OG_00034,0,grey
OG_00035,12,tan
OG_00041,6,red
OG_00038,2,blue
OG_00039,10,purple
OG_00040,4,yellow
OG_00046,0,grey
OG_00047,0,grey
OG_00048,4,yellow
OG_00049,2,blue
OG_00042,15,midnightblue
OG_00043,6,red
OG_00044,26,darkorange
OG_00045,5,green
OG_00050,0,grey
OG_00051,7,black
OG_00052,0,grey
OG_00057,3,brown
OG_00058,7,black
OG_00053,5,green
OG_00054,9,magenta
OG_00055,22,darkgreen
OG_00056,1,turquoise
OG_00059,22,darkgreen
OG_00060,8,pink
OG_00063,3,brown
OG_00061,7,black
OG_00062,3,brown
OG_00064,1,turquoise
OG_00065,0,grey
OG_00066,5,green
OG_00067,22,darkgreen
OG_00068,1,turquoise
OG_00069,3,brown
OG_00070,1,turquoise
OG_00071,18,lightgreen
OG_00072,1,turquoise
OG_00073,2,blue
OG_00074,0,grey
OG_00075,7,black
OG_00076,0,grey
OG_00077,1,turquoise
OG_00080,3,brown
OG_00081,3,brown
OG_00078,15,midnightblue
OG_00082,2,blue
OG_00083,2,blue
OG_00084,4,yellow
OG_00085,0,grey
OG_00086,0,grey
OG_00088,25,orange
OG_00087,3,brown
OG_00089,3,brown
OG_00090,0,grey
OG_00091,5,green
OG_00092,13,salmon
OG_00093,14,cyan
OG_00094,14,cyan
OG_00095,14,cyan
OG_00096,14,cyan
OG_00097,0,grey
OG_00098,3,brown
OG_00099,3,brown
OG_00100,0,grey
OG_00102,18,lightgreen
OG_00110,6,red
OG_00112,8,pink
OG_00113,5,green
OG_00103,10,purple
OG_00104,0,grey
OG_00105,0,grey
OG_00106,4,yellow
OG_00107,6,red
OG_00108,7,black
OG_00109,3,brown
OG_00114,0,grey
OG_00115,14,cyan
OG_00116,13,salmon
OG_00117,10,purple
OG_00118,1,turquoise
OG_00119,5,green
OG_00121,6,red
OG_00122,8,pink
OG_00123,1,turquoise
OG_00124,0,grey
OG_00126,0,grey
OG_00127,5,green
OG_00129,2,blue
OG_00131,1,turquoise
OG_00130,1,turquoise
OG_00132,4,yellow
OG_00133,5,green
OG_00134,0,grey
OG_00135,2,blue
OG_00136,1,turquoise
OG_00138,0,grey
OG_00137,0,grey
OG_00139,10,purple
OG_00140,3,brown
OG_00142,0,grey
OG_00141,6,red
OG_00143,5,green
OG_00144,3,brown
OG_00145,2,blue
OG_00146,6,red
OG_00147,6,red
OG_00148,6,red
OG_00149,7,black
OG_00150,8,pink
OG_00152,2,blue
OG_00153,9,magenta
OG_00156,14,cyan
OG_00155,2,blue
OG_00154,4,yellow
OG_00157,1,turquoise
OG_00158,5,green
OG_00159,3,brown
OG_00165,1,turquoise
OG_00166,22,darkgreen
OG_00168,5,green
OG_00169,0,grey
OG_00161,1,turquoise
OG_00162,7,black
OG_00163,16,lightcyan
OG_00164,2,blue
OG_00176,14,cyan
OG_00170,0,grey
OG_00171,2,blue
OG_00173,0,grey
OG_00174,1,turquoise
OG_00175,0,grey
OG_00177,2,blue
OG_00178,1,turquoise
OG_00179,0,grey
OG_00180,0,grey
OG_00184,0,grey
OG_00185,0,grey
OG_00181,3,brown
OG_00182,2,blue
OG_00183,14,cyan
OG_00187,14,cyan
OG_00188,14,cyan
OG_00189,10,purple
OG_00190,6,red
OG_00195,3,brown
OG_00191,0,grey
OG_00192,9,magenta
OG_00193,0,grey
OG_00194,15,midnightblue
OG_00209,1,turquoise
OG_00206,0,grey
OG_00196,6,red
OG_00197,6,red
OG_00198,13,salmon
OG_00199,24,darkgrey
OG_00200,4,yellow
OG_00201,2,blue
OG_00202,5,green
OG_00203,2,blue
OG_00204,6,red
OG_00205,13,salmon
OG_00207,3,brown
OG_00208,6,red
OG_00210,11,greenyellow
OG_00211,0,grey
OG_00212,7,black
OG_00213,2,blue
OG_00214,10,purple
OG_00215,8,pink
OG_00216,2,blue
OG_00221,0,grey
OG_00217,7,black
OG_00218,0,grey
OG_00219,3,brown
OG_00220,7,black
OG_00222,0,grey
OG_00223,0,grey
OG_00224,4,yellow
OG_00227,0,grey
OG_00225,0,grey
OG_00226,11,greenyellow
OG_00228,3,brown
OG_00229,2,blue
OG_00230,4,yellow
OG_00231,6,red
OG_00232,7,black
OG_00239,1,turquoise
OG_00240,0,grey
OG_00233,0,grey
OG_00234,1,turquoise
OG_00235,0,grey
OG_00236,0,grey
OG_00237,3,brown
OG_00238,6,red
OG_00258,1,turquoise
OG_00241,7,black
OG_00242,3,brown
OG_00243,5,green
OG_00244,7,black
OG_00245,2,blue
OG_00246,3,brown
OG_00247,0,grey
OG_00248,2,blue
OG_00249,19,lightyellow
OG_00250,0,grey
OG_00251,0,grey
OG_00252,5,green
OG_00254,0,grey
OG_00255,8,pink
OG_00256,7,black
OG_00257,1,turquoise
OG_00259,0,grey
OG_00260,14,cyan
OG_00261,0,grey
OG_00262,3,brown
OG_00263,2,blue
OG_00264,0,grey
OG_00267,14,cyan
OG_00265,3,brown
OG_00266,0,grey
OG_00269,14,cyan
OG_00270,7,black
OG_00277,3,brown
OG_00278,2,blue
OG_00272,0,grey
OG_00271,2,blue
OG_00273,15,midnightblue
OG_00274,12,tan
OG_00275,1,turquoise
OG_00280,3,brown
OG_00281,1,turquoise
OG_00279,6,red
OG_00282,1,turquoise
OG_00283,0,grey
OG_00284,5,green
OG_00285,7,black
OG_00286,1,turquoise
OG_00287,5,green
OG_00292,0,grey
OG_00294,3,brown
OG_00288,14,cyan
OG_00289,0,grey
OG_00290,0,grey
OG_00291,1,turquoise
OG_00295,10,purple
OG_00296,6,red
OG_00297,3,brown
OG_00298,14,cyan
OG_00304,3,brown
OG_00305,1,turquoise
OG_00301,26,darkorange
OG_00300,2,blue
OG_00302,0,grey
OG_00309,2,blue
OG_00310,11,greenyellow
OG_00311,11,greenyellow
OG_00306,0,grey
OG_00307,5,green
OG_00308,4,yellow
OG_00312,7,black
OG_00314,0,grey
OG_00315,19,lightyellow
OG_00317,3,brown
OG_00316,0,grey
OG_00318,0,grey
OG_00319,2,blue
OG_00320,7,black
OG_00322,24,darkgrey
OG_00331,4,yellow
OG_00332,8,pink
OG_00333,2,blue
OG_00323,6,red
OG_00324,13,salmon
OG_00325,1,turquoise
OG_00326,0,grey
OG_00327,7,black
OG_00328,2,blue
OG_00329,8,pink
OG_00330,2,blue
OG_00335,3,brown
OG_00334,2,blue
OG_00337,1,turquoise
OG_00336,7,black
OG_00339,2,blue
OG_00340,6,red
OG_00341,17,grey60
OG_00338,0,grey
OG_00346,8,pink
OG_00342,5,green
OG_00343,11,greenyellow
OG_00344,22,darkgreen
OG_00345,0,grey
OG_00353,4,yellow
OG_00354,12,tan
OG_00355,2,blue
OG_00356,0,grey
OG_00357,13,salmon
OG_00358,15,midnightblue
OG_00347,0,grey
OG_00348,4,yellow
OG_00349,7,black
OG_00351,0,grey
OG_00352,4,yellow
OG_00359,21,darkred
OG_00361,5,green
OG_00360,4,yellow
OG_00362,4,yellow
OG_00363,4,yellow
OG_00364,0,grey
OG_00365,3,brown
OG_00366,7,black
OG_00367,8,pink
OG_00368,5,green
OG_00369,8,pink
OG_00370,0,grey
OG_00371,0,grey
OG_00372,7,black
OG_00377,0,grey
OG_00373,19,lightyellow
OG_00374,10,purple
OG_00375,16,lightcyan
OG_00376,2,blue
OG_00378,14,cyan
OG_00379,11,greenyellow
OG_00380,7,black
OG_00381,2,blue
OG_00382,12,tan
OG_00383,4,yellow
OG_00385,4,yellow
OG_00386,15,midnightblue
OG_00387,12,tan
OG_00388,4,yellow
OG_00391,3,brown
OG_00389,1,turquoise
OG_00390,2,blue
OG_00395,26,darkorange
OG_00396,3,brown
OG_00392,1,turquoise
OG_00393,12,tan
OG_00394,2,blue
OG_00397,7,black
OG_00398,1,turquoise
OG_00399,12,tan
OG_00400,5,green
OG_00401,18,lightgreen
OG_00402,2,blue
OG_00404,0,grey
OG_00403,2,blue
OG_00406,8,pink
OG_00407,14,cyan
OG_00408,14,cyan
OG_00409,14,cyan
OG_00410,14,cyan
OG_00411,14,cyan
OG_00412,7,black
OG_00413,1,turquoise
OG_00417,0,grey
OG_00414,2,blue
OG_00415,21,darkred
OG_00451,9,magenta
OG_00444,0,grey
OG_00418,8,pink
OG_00419,11,greenyellow
OG_00420,20,royalblue
OG_00421,8,pink
OG_00422,1,turquoise
OG_00423,1,turquoise
OG_00424,0,grey
OG_00425,11,greenyellow
OG_00426,7,black
OG_00427,3,brown
OG_00428,1,turquoise
OG_00429,1,turquoise
OG_00430,6,red
OG_00431,2,blue
OG_00432,2,blue
OG_00433,12,tan
OG_00434,3,brown
OG_00435,0,grey
OG_00436,2,blue
OG_00437,3,brown
OG_00438,19,lightyellow
OG_00439,2,blue
OG_00440,2,blue
OG_00441,2,blue
OG_00442,1,turquoise
OG_00443,1,turquoise
OG_00445,2,blue
OG_00446,2,blue
OG_00447,1,turquoise
OG_00448,0,grey
OG_00449,0,grey
OG_00469,21,darkred
OG_00470,4,yellow
OG_00471,1,turquoise
OG_00472,0,grey
OG_00473,0,grey
OG_00474,6,red
OG_00475,0,grey
OG_00476,8,pink
OG_00452,0,grey
OG_00453,2,blue
OG_00455,3,brown
OG_00456,0,grey
OG_00457,1,turquoise
OG_00458,3,brown
OG_00459,0,grey
OG_00460,14,cyan
OG_00461,14,cyan
OG_00462,1,turquoise
OG_00463,20,royalblue
OG_00464,6,red
OG_00465,1,turquoise
OG_00466,3,brown
OG_00467,1,turquoise
OG_00468,6,red
OG_00477,19,lightyellow
OG_00478,24,darkgrey
OG_00479,13,salmon
OG_00481,11,greenyellow
OG_00482,3,brown
OG_00485,3,brown
OG_00483,6,red
OG_00484,2,blue
OG_00486,3,brown
OG_00487,7,black
OG_00488,1,turquoise
OG_00489,6,red
OG_00490,6,red
OG_00491,2,blue
OG_00492,5,green
OG_00493,3,brown
OG_00494,2,blue
OG_00495,2,blue
OG_00496,4,yellow
OG_00498,0,grey
OG_00501,2,blue
OG_00499,0,grey
OG_00500,1,turquoise
OG_00504,10,purple
OG_00506,0,grey
OG_00505,7,black
OG_00502,15,midnightblue
OG_00503,0,grey
OG_00507,7,black
OG_00508,9,magenta
OG_00509,0,grey
OG_00510,20,royalblue
OG_00514,4,yellow
OG_00517,15,midnightblue
OG_00515,0,grey
OG_00516,4,yellow
OG_00518,0,grey
OG_00519,0,grey
OG_00511,7,black
OG_00512,4,yellow
OG_00513,2,blue
OG_00520,0,grey
OG_00522,4,yellow
OG_00524,16,lightcyan
OG_00523,3,brown
OG_00526,12,tan
OG_00527,19,lightyellow
OG_00528,9,magenta
OG_00529,3,brown
OG_00530,4,yellow
OG_00531,0,grey
OG_00532,7,black
OG_00533,19,lightyellow
OG_00534,3,brown
OG_00535,1,turquoise
OG_00536,2,blue
OG_00537,1,turquoise
OG_00539,0,grey
OG_00538,0,grey
OG_00540,0,grey
OG_00542,1,turquoise
OG_00543,4,yellow
OG_00544,0,grey
OG_00545,6,red
OG_00546,0,grey
OG_00547,11,greenyellow
OG_00548,1,turquoise
OG_00549,3,brown
OG_00550,6,red
OG_00551,0,grey
OG_00552,3,brown
OG_00555,7,black
OG_00554,5,green
OG_00557,14,cyan
OG_00558,4,yellow
