species,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
ACR,0.5853717528100586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5853717426644156,0.5853717456649455,0.0,0.0,0.5853717338105574,0.0,0.0,0.0
POC,0.5771147229606566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5771147283153631,0.5771147275753833,0.0,0.0,0.5771147281407535,0.0,0.0,0.0
POR,0.5694545702284988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5694545752309923,0.5694545728965266,0.0,0.0,0.5694545845092881,0.0,0.0,0.0
