,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Species,Sample_ID
apul_ACR.139,0.008522465340760687,0.31197850946844474,-0.14455706843730665,-0.06386976290282019,-0.03655287672442399,0.37605613979824054,-0.01682461062624045,-0.03600189762146972,0.06511744139002842,0.07706047263960825,0.02507584497697772,0.11819792984776437,0.06974468160101467,-0.14460074290156022,0.08020908004299818,-0.035021299180111376,-0.01109628991485273,0.22488931218668679,-0.0717597491132624,-0.17784886412231946,0.2310661330660404,-0.04217584254705125,-0.07234564632095775,-0.020836044660634958,0.12566235522858016,-0.15358087981552798,0.39982201896594644,0.132371007921448,0.3254342046081187,-0.16880903116961435,0.07456568496126251,0.1120059466628307,0.2660119427587603,0.1890680652379479,-0.2347210790229238,apul,ACR.139
apul_ACR.145,-0.01846793544085681,-0.0319007217133994,0.052830676414659175,-0.061062151146135515,-0.02444487287117682,0.39478342416756035,0.017553453396258512,0.2992814736017529,-0.04819883520136192,0.09464824586751985,0.03276622577777496,0.2707313557710564,-0.1203983694703793,-0.0676383323361173,0.17405175582169938,-0.05670641296409585,-0.04355701430755024,0.2537424441132316,0.027884813896795067,-0.026703424683593567,0.020166301806606623,-0.14699433401227302,-0.046068543690848666,-0.09794163409817563,-0.04272918190586421,-0.17647991018080783,0.17849826280434244,-0.08301172391301426,0.4108834538630754,-0.06964858926655391,-0.04359205851449591,0.06260628689349598,0.49176740679312114,0.07518218104881516,-0.12945920138777928,apul,ACR.145
apul_ACR.150,0.08434737654642781,0.062234668563445304,-0.05505982222493657,-0.1646378592567105,-0.10405728896005183,0.1756824159703329,-0.06777861152352202,0.3448123737883003,-0.3197500989331777,0.24519326330211458,0.04519405792100045,0.29817295237428204,0.1931655792600431,0.07373750691196909,0.20793951216330372,0.08772222602325572,0.06414081265928863,0.31492512340472656,-0.007263996950943236,-0.17359809539152302,0.14869258744617278,-0.08004538613365489,-0.12038072052628092,-0.042339189504158777,0.12864195628189903,-0.2890121425457,0.25490619184739266,0.11127560828718586,0.24093820622858686,-0.010457174374964566,-0.053945450483279964,0.02905446651798019,-0.15499495712188055,0.23754973157852488,-0.13972683823504514,apul,ACR.150
apul_ACR.173,0.020733177533069563,0.01478724320103269,-0.04593137382016823,-0.2507832088913937,0.07783321628240687,0.03850669115859052,0.005596127662924566,0.24613704736594702,-0.14579784829889622,0.23092792465227316,0.046759088704133756,-0.04924998821425266,0.09287522937549601,-0.05944566496932989,0.08829473928515436,0.021903561691841388,0.1864929768269424,0.15877025218735744,-0.013767149349589924,0.0006556531814742279,0.20110937325672296,-0.14564212036757887,-0.0601439596154827,0.061286172450166265,0.009746790939116639,-0.12446707584171422,0.10774385580467619,0.016216914349281516,0.304694572214702,-0.004913763299772028,0.018831189535334646,0.14135610887912567,0.3248619776166282,0.16830142714123125,-0.007224063739774416,apul,ACR.173
apul_ACR.186,0.0545509042991471,0.04111420100785496,-0.13584441833725994,-0.07150057457608167,-0.045175877608978954,0.35421595937039213,-0.08087754342649882,0.4078527424934503,-0.4410232211973805,0.11265134226708579,0.08688236938577469,-0.14082611225736566,0.2558522603492818,-0.023839665825287428,0.27409115379203475,-0.06777010678471489,0.16112488122040475,0.19512472440347162,-0.13048548440518495,-0.1998909330478396,0.2812567936309531,-0.12242709475950841,-0.15542536642850172,-0.09911052659836846,0.28648732828846313,-0.2738307170522936,0.5088982448278159,0.3749904593772881,0.3040359457561214,0.06911284267365585,0.07658116280919956,-0.06593720928487841,0.35897144848730334,0.24532177309464184,-0.3070857836496939,apul,ACR.186
apul_ACR.225,0.047796630317999855,0.29868856679323313,-0.024923808054803973,-0.06387139864015805,-0.13940512294836369,0.12424776617097795,-0.014354257486315507,0.37210819455273614,0.2221030730296719,0.13407776932185927,0.11358292722493227,-0.22371441436737383,-0.2903662040777028,-0.2309922525597479,0.02949261361857775,0.10744418047814248,0.13825186735483425,0.3043148638405575,0.5283651437971951,-0.035277695555204124,-0.042893542649711465,-0.15788251131313796,-0.12574551571849785,0.038599764024871794,-0.1235362429478358,0.11745391807139932,0.20447953255263937,-0.43089607420791,0.34538159111642364,-0.029163979638839568,0.019257172129095015,0.3361445248777809,0.18554474704157403,0.054801896228276914,0.01705910325265553,apul,ACR.225
apul_ACR.229,-0.03286273966188675,0.3140206526319641,0.05138341898356124,0.07377461889516354,-0.06586714374565253,0.12572700059507383,0.0369168777253327,0.1656446909095927,0.27628643908997463,0.033590986958924755,0.007726003340544356,-0.004420014713671741,-0.20812450172983785,-0.25188905170030773,0.07200913596452826,0.12490751790492857,0.09405958689447241,0.31550263851121607,0.2781520944095601,-0.11296093616381687,-0.0454234818490423,-0.09351371767143048,-0.11137557011210256,0.11181485854414235,-0.1072880622014861,-0.045664237437009994,0.35120524384825896,-0.1895392219336362,0.3357099098582026,-0.11591458236500815,-0.09009203046066407,0.5626739160296483,0.06941554323560954,0.14340451245187058,-0.1422045052940381,apul,ACR.229
apul_ACR.237,-0.08151078038641128,0.13523562615443727,0.14447300523606904,-0.0020861528222423714,-0.055882710962833954,0.061491997718667694,0.06735125297444651,0.32488197346604963,-0.050942955277984696,0.1613739225384895,0.08216391798530388,0.24509246259224662,-0.04214426825459335,-0.12030461032069893,0.20813843855043912,0.04857387111302711,-0.02168377182276149,0.35415738819443676,0.17261210615590963,-0.1364626206000204,-0.01268472542848013,-0.1482492199860901,-0.04840370603586417,0.09718387465604206,0.010966974752143007,-0.09764870725906848,0.18361609004862517,-0.1869188139111829,0.2340528743419351,-0.0834934496599679,-0.17044124625788853,0.25657382271856455,0.013877280116318598,0.10187524513011137,0.04054008095350818,apul,ACR.237
apul_ACR.244,-0.056331362182937446,0.24271172348814143,0.06143908293029557,-0.0005801148537708427,-0.05286335930916001,-0.004875461087471666,0.01363779615505234,0.3263310831791025,0.14638416842590748,0.09355714871151863,0.12669586933678414,-0.025320955929939912,-0.15413779969352737,-0.19449135206204962,0.09971634370723884,0.0774327262172675,-0.016214587246839503,0.30786378714067675,0.399806727777741,-0.06514754369352327,-0.022025974213748144,-0.1509207851905964,-0.07233962889002225,0.15444042099050642,-0.09102381056478596,0.17728596224467255,0.14199240961629514,-0.35638135656306785,0.26641264599822106,-0.0669443310971769,-0.14178373931218305,0.33488203368101044,0.10034837630302883,0.10929064918833412,0.009459168819054719,apul,ACR.244
apul_ACR.265,-0.04143090732613338,0.15075108459297773,-0.008207150779786006,-0.018480605467280312,-0.08134043732327972,0.06204775379404874,0.025857276231399436,0.3855237260596838,-0.08684751567939576,0.15922515304033813,0.11493840757875509,0.35740266336435744,-0.042153078580872624,-0.03286424243807078,0.13098990878413438,0.10397252098223647,-0.11811541797646624,0.17821621423985762,0.20223036046204723,-0.12645029523115545,0.05170968331694882,-0.1336782644967768,-0.08150551582808067,0.07694298711847847,-0.09621923445424553,-0.002142116539812006,0.27450613170544597,-0.160902410036,0.23161151241314723,-0.13258144124748578,-0.07157593340437549,0.2348928074886329,0.18531564991563576,0.1861057756271902,-0.06395910003651617,apul,ACR.265
peve_POR.216,-0.2223629915139764,-0.4369026109987159,0.20778410457445773,0.04515259192784455,-0.22853751158867608,-0.05694312882750819,-0.0732074229107473,-0.029947288223879626,-9.59541865948819e-05,0.4051776858782346,-0.04464033944545369,0.05719924889331864,0.25987183217741494,-0.15324974752488735,-0.3298962947762855,-0.05505847103794193,0.6733808373695132,-0.23339534434969086,0.1520714580925327,0.17459897131497482,-0.1699545780781057,0.00973614898451617,0.05113238576350043,0.048134234789947015,-0.28989293421983114,-0.08454179083302149,0.17695505391577523,0.27732123381024393,-0.05463228285888603,-0.18030655874323306,-0.028214789096511587,0.03171155473885615,-0.12736415244176372,0.4437801718066032,-0.13533341506383217,peve,POR.216
