,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Species,Sample_ID
peve_POR.216,0.1096748519437386,0.18842028505721842,0.007261258343398901,-0.03733882875147629,0.07849251450214782,0.007526321160589178,-0.013384992576353623,-0.05681748534191704,-0.06609602997762416,-0.025396798496812957,peve,POR.216
peve_POR.245,-0.0034290263190702172,-0.03852067920512111,0.18574323141938337,0.008504213749061495,0.13117679337780924,0.030175035914903087,-0.09558007090264466,-0.1792474955543556,0.21196122224039826,0.0051750266875159176,peve,POR.245
peve_POR.260,0.08593511061554472,-0.03404400370052777,0.04937326105146638,0.04782192687344159,0.019699691659176875,0.03802621967458376,-0.03364584490400262,-0.29201100973333166,0.3195359629924725,-0.08365287858770315,peve,POR.260
peve_POR.262,-0.032843180508671986,-0.030188035336744096,0.15876225367815552,0.06276257306514785,0.025090346054583528,-0.053525707180939686,-0.1428572816956609,-0.15888211265443145,0.21197518852604333,-0.0017219552615315066,peve,POR.262
peve_POR.69,0.10640666121307298,0.3331048542546182,-0.04100547257852576,-0.18077747613750092,0.13844958808640342,-0.013299418907174296,0.07940149335667754,0.24652848113646433,-0.40955128589419115,0.06455824585191758,peve,POR.69
peve_POR.72,-0.056249165807352765,0.24925302631076668,-0.010863724812677202,-0.23488819616758574,-0.11896579186659013,-0.022791227505970388,0.12351356982688712,0.2977922977843626,-0.26233070050309554,0.318275109937557,peve,POR.72
peve_POR.73,0.13831924699249137,0.15068359046070534,-0.07167030780645987,-0.057976551622797044,-0.023958814444916317,0.00978494832642966,0.03433874555089817,-0.00942322525010136,0.0004579209716765929,-0.04194966651931664,peve,POR.73
peve_POR.74,-0.016988921709384226,0.1015895224347226,0.02588078962780966,-0.10179502421294435,-0.11969379703678736,-0.038208655552583445,-0.028129463125967147,-0.015953557410811108,0.16185172846481366,0.23628786476466854,peve,POR.74
peve_POR.83,0.0014379377663719054,0.3811549469370906,-0.001647730841510118,-0.31623441303875566,0.06531213887341947,0.011245693711109282,0.16073080565733217,0.4127802784744974,-0.4518666078280739,0.24385035274010605,peve,POR.83
ptua_POC.219,0.08249872125381769,0.297689586203572,0.012462238703082095,-0.05940869289904508,0.2467436197439176,0.057175126702947776,0.08355990586901188,-0.16240164678716032,-0.14250285368211532,-0.08505748766384133,ptua,POC.219
ptua_POC.222,0.009293190071020568,0.29953642592873386,0.05150981293885003,-0.2384131694092697,0.09199623723992638,0.018032149286044446,0.08936333681076622,0.19042162291328113,-0.16914260845555676,0.17979242958610753,ptua,POC.222
ptua_POC.255,0.13831970836273752,0.46430283591573696,-0.0783956629220058,-0.13352066739379403,0.21507234503987685,-0.04419617145709465,0.07867374081583776,0.013083882388502261,-0.35793765743135836,0.018290215598525922,ptua,POC.255
ptua_POC.259,0.01288844851308745,0.1859953154216129,-0.14471406806978054,0.03984105820812543,0.22540945413248234,0.0451840369237754,0.1089292659721082,-0.19372559694318428,-0.14291625769486171,-0.056640191193869587,ptua,POC.259
ptua_POC.40,0.11697942879688124,0.1267469660186875,0.20651476558526086,-0.2838997422621802,-0.023905617454879468,-0.018104065848645854,-0.05776686067967535,0.333646026039597,0.001035199051596678,0.22864341435701974,ptua,POC.40
ptua_POC.42,-0.0813076495862021,-0.0014099684014859907,0.5794041444722867,-0.32741602159524935,0.26824854919631563,0.05517137603738974,-0.13331657500701302,0.37917579913184685,-0.007108199471917282,0.2182686415664882,ptua,POC.42
ptua_POC.52,-0.009657738651246707,0.19912871043306557,-0.40080034121266994,-0.09478032388875873,-0.7357987049984043,0.05476793880564917,0.39970991330029376,0.01671975873633982,-0.019131144711617264,0.3081929098959319,ptua,POC.52
ptua_POC.53,0.0336164786918931,0.10089423274072766,0.2423205503817334,-0.21320938218774776,0.1357515187374755,0.051817881520088045,-0.04608692657596861,0.10066242756894092,0.1450328485874411,0.12161765829001982,ptua,POC.53
ptua_POC.57,-0.02916795170684715,0.06275266046112257,0.1748622424057799,-0.1580924618766032,-0.006742926022908674,-0.0428306680070826,-0.10575114209566083,0.09238813679656867,0.18525633039552558,0.24587978391340673,ptua,POC.57
