,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Species,Sample_ID
apul_ACR.139,0.49334270618459336,0.048272797852781935,-0.07471372299009732,0.0008257089806412382,0.1913379622694291,0.12617935372580424,0.028009253507215306,-0.08755608067200545,-0.02577648378526382,-0.3462985906412984,apul,ACR.139
apul_ACR.145,0.374201503147281,0.13092977468470718,-0.03892254484128762,-0.07216609024975416,0.04884140186081501,0.27231435889283406,0.24485547527411372,-0.11373358306568793,-0.1387895808872104,-0.27297738299980073,apul,ACR.145
apul_ACR.150,0.38234059725085123,0.049847426825395495,-0.07249506574896183,-0.11437309841700458,-0.16653984612646677,0.31148323326634214,0.2863963643535814,0.033906355894745305,-0.0477395735888341,-0.2607114257001384,apul,ACR.150
apul_ACR.173,0.28700520981243893,0.20093600402273767,0.03848456990380098,-0.18306119546414557,0.07841622196378992,0.2742892747716195,0.245744636705727,-0.0035017122748352636,-0.14575099097598376,-0.13076162601772975,apul,ACR.173
apul_ACR.186,0.508629438580252,0.13582091900786936,-0.20809258435576122,-0.02190731675683834,-0.07228204240685686,0.2992181345260226,0.3216508719876578,-0.1498255431310121,-0.1700756900213836,-0.3942678181659864,apul,ACR.186
apul_ACR.225,0.09149934814222947,0.10371977441009199,0.17056625903794345,-0.2511614498726314,0.028522927315611752,0.38031492170786757,0.31944596399509706,0.08553012120890675,-0.06373520115629859,-0.050043000012708144,apul,ACR.225
apul_ACR.229,0.0743654240757547,0.02427051951164488,0.28873668532160895,-0.22147753329579814,0.1816986313927404,0.3283470080483319,0.16938727557374314,0.07666304505256043,0.035418471243771496,-0.11074757062679425,apul,ACR.229
apul_ACR.237,0.018594675886244996,0.02147493098479634,0.16441350908662408,-0.21289786131123986,-0.08626323380981371,0.34955120763408515,0.2762435959314221,0.08927246349790974,0.023096406466441444,0.0054388592549617885,apul,ACR.237
apul_ACR.244,-0.05755019650233027,0.04419337499464662,0.2522749960348816,-0.2737824387229363,0.0025941244263190514,0.36838327300370155,0.28619601075550977,0.15718915500225647,-0.013023315484467302,0.046826890770561264,apul,ACR.244
apul_ACR.265,0.09376918624865252,0.12908229137192745,0.10831163925358053,-0.20004343503061928,-0.07022663365841676,0.334149519933591,0.31145373072352134,0.017961767168541743,-0.0714856416162533,-0.0678703294067054,apul,ACR.265
